Bug 1,Bug 2,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
33289,33288,0.0,8.03,5.68,5.9,4.45,6.17,5.37,4.16,4.73,5.01,7.06,1.37,0.0,3.79,4.12,3.39,2.61,3.42,4.21,2.31,1.89,3.84,4.57,0.66,0.982,non
29820,29819,0.0,6.96,2.35,1.9,1.9,5.86,3.36,1.72,1.49,3.56,3.37,2.0,0.0,5.39,1.73,1.62,1.17,8.62,4.14,0.61,1.34,0.61,2.86,1.44,0.921,non
30995,30994,0.0,3.36,4.27,1.44,4.72,10.48,1.76,2.54,1.41,3.11,5.3,1.62,0.23,5.94,1.25,1.03,2.46,7.36,2.92,0.0,1.38,2.1,3.15,0.23,0.898,non
21809,21808,0.67,6.02,3.08,2.33,2.33,8.29,7.92,1.35,2.49,5.21,4.44,1.35,0.91,13.27,6.67,4.92,3.18,10.3,7.97,3.29,3.49,3.49,5.65,3.24,0.937,non
36442,36441,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,5.28,1.47,2.26,1.47,5.43,2.26,0.8,1.47,2.26,2.45,1.47,0.942,non
12965,12964,1.93,4.11,3.43,2.44,3.38,7.07,5.51,0.67,1.67,3.43,5.84,2.74,0.0,4.54,2.88,2.56,1.39,4.96,2.56,1.39,2.38,0.48,6.05,2.88,0.92,non
9549,9548,0.74,8.87,7.13,5.45,3.86,6.5,3.58,1.27,0.6,2.78,5.03,2.05,0.72,8.0,9.06,6.58,8.64,12.3,9.04,3.74,4.1,6.75,8.96,2.67,0.935,non
2129,2128,0.0,2.56,1.63,1.63,1.63,3.83,3.83,0.0,0.0,1.32,1.63,0.0,1.75,4.59,2.48,4.15,1.8,10.56,6.73,2.23,0.0,0.8,5.16,2.23,0.931,non
16006,16005,0.85,9.44,4.82,2.43,2.02,7.99,3.65,1.52,1.71,1.88,4.31,1.26,1.87,12.76,9.0,8.69,6.35,15.9,7.24,2.7,1.9,4.56,6.45,2.7,0.965,non
18943,18942,0.72,8.39,7.56,3.18,2.23,13.68,8.05,3.71,3.54,3.73,9.09,3.58,1.88,8.61,2.51,4.11,0.72,7.22,1.6,1.03,0.0,0.0,2.2,0.0,0.828,non
26910,26909,1.21,5.6,3.98,2.88,3.5,9.01,7.5,1.13,0.0,3.75,4.8,0.23,0.7,5.81,3.48,0.23,2.3,5.35,5.79,1.2,1.22,3.98,2.06,0.23,0.949,non
5492,5491,1.01,10.01,8.18,5.21,6.68,13.27,8.37,3.36,3.5,5.11,10.16,2.83,0.0,8.74,3.65,4.54,2.24,8.9,4.59,2.0,2.76,2.13,4.75,0.62,0.96,non
19505,19504,0.45,3.18,1.44,1.17,1.72,9.3,2.06,0.0,0.0,1.79,4.98,0.0,1.86,12.85,8.18,6.64,6.05,14.4,12.14,5.0,5.9,6.64,9.21,2.24,0.843,non
26593,26592,0.82,6.73,5.23,4.11,4.34,7.85,5.77,1.97,2.98,4.86,8.33,2.36,1.07,5.1,1.07,2.41,1.45,4.03,1.73,1.07,1.07,1.07,4.04,1.07,0.936,non
32333,32332,1.2,8.63,4.42,4.79,5.22,9.08,7.04,2.79,3.1,3.72,5.61,2.72,1.67,6.0,6.56,3.03,2.88,6.14,4.44,2.07,3.26,2.12,5.1,3.23,0.958,non
27953,27952,0.59,7.08,6.19,1.36,2.16,7.66,4.34,1.65,0.98,1.25,3.42,1.3,1.54,4.78,4.59,2.88,4.26,8.69,6.48,1.8,2.44,3.8,6.09,2.33,0.925,non
24964,24963,2.32,7.88,3.56,2.19,3.5,9.37,6.8,0.0,3.65,4.49,4.39,1.54,1.0,2.47,1.46,0.71,1.19,1.94,0.71,0.29,0.43,3.96,1.45,0.29,0.835,non
21717,21716,1.17,8.07,3.41,4.54,6.13,6.86,3.94,1.79,1.87,3.01,5.87,1.76,1.8,3.43,6.09,2.43,3.43,5.86,3.43,0.57,2.86,3.43,2.43,2.43,0.888,non
36002,36001,0.99,6.62,4.97,2.74,3.84,8.82,7.49,1.93,3.19,4.8,6.34,2.52,1.25,4.96,1.61,1.61,1.61,4.56,3.79,1.61,2.43,2.38,3.55,2.38,0.971,non
14453,14452,1.19,3.81,2.09,2.09,1.19,7.26,3.99,0.0,1.33,4.57,11.8,0.0,0.0,8.7,3.17,4.86,3.37,6.83,3.7,1.75,1.09,1.09,1.09,0.86,0.626,non
35361,35360,0.56,5.99,2.96,2.58,2.42,11.71,2.59,2.55,1.3,4.76,2.92,1.76,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.704,non
36194,36193,1.89,8.01,6.99,4.31,8.5,8.5,6.88,2.83,1.9,3.45,7.05,2.77,0.79,12.12,6.96,3.77,2.48,12.29,7.87,3.26,2.19,5.23,5.54,2.8,0.923,non
25921,25920,1.28,5.06,3.26,2.27,1.7,8.19,3.58,1.55,1.78,3.22,4.22,2.41,1.52,8.14,5.24,4.47,5.93,9.53,6.69,5.24,3.08,3.89,5.25,3.5,0.956,non
6356,6355,0.0,12.43,7.71,8.91,6.04,10.86,8.72,4.26,4.49,5.09,8.62,2.65,0.83,3.93,1.74,3.76,2.36,6.77,4.78,0.83,3.25,0.83,2.36,0.83,0.931,non
29880,29879,1.24,6.94,5.6,3.39,5.06,10.28,8.22,3.14,3.47,8.84,6.34,2.1,1.07,5.69,4.95,3.22,3.22,7.88,6.45,1.75,2.67,4.4,6.49,2.25,0.98,non
11474,11473,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.92,4.34,3.31,4.83,7.69,4.34,2.54,1.6,4.5,4.92,1.6,0.297,non
26446,26445,1.41,9.44,8.77,6.18,6.81,14.55,7.82,3.19,3.93,4.8,7.97,5.29,0.0,8.07,4.04,5.56,5.88,9.61,6.67,4.97,3.09,3.04,4.88,1.96,0.967,non
12011,12010,0.0,3.19,0.68,0.0,0.68,6.11,2.2,0.68,1.8,0.68,1.8,0.0,0.0,6.25,4.24,2.58,1.9,9.39,2.86,0.84,0.84,0.84,2.29,0.84,0.926,non
32047,32046,0.0,5.63,1.23,2.29,0.99,3.96,5.61,0.21,0.95,3.29,1.73,1.05,0.0,2.37,4.86,4.86,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.516,non
16868,16867,0.0,7.58,4.43,2.53,3.04,9.47,4.35,2.04,1.18,3.64,5.28,1.34,0.0,6.23,4.95,3.0,3.26,10.19,5.78,1.92,2.68,3.23,3.29,1.22,0.978,non
9787,9786,0.08,6.46,4.13,2.46,1.02,4.19,3.3,1.07,2.38,2.65,4.04,1.43,0.61,11.33,9.28,4.78,7.08,10.99,8.84,6.38,6.66,6.26,5.27,6.47,0.939,non
6035,6034,1.0,7.87,2.2,3.82,2.2,4.81,2.95,1.22,1.99,2.98,2.95,1.85,1.62,11.45,10.4,6.05,7.51,14.33,11.0,4.19,4.85,5.96,11.64,5.0,0.918,non
15170,15169,1.2,8.51,6.98,6.66,3.77,10.63,8.19,5.64,2.88,6.32,7.42,4.32,1.29,7.86,3.91,3.78,2.96,10.7,5.72,2.09,0.0,6.12,3.42,1.13,0.944,non
8686,8685,1.8,7.62,6.59,5.33,4.18,11.3,8.02,1.62,1.8,2.07,3.54,2.05,0.0,1.56,2.8,0.0,1.56,2.8,2.8,1.56,1.56,1.56,0.0,0.0,0.867,non
36339,36338,3.3,15.61,11.61,5.95,7.31,17.22,8.76,7.41,8.0,5.99,11.45,8.55,0.0,1.28,0.94,0.0,1.27,3.78,1.28,0.0,0.0,0.94,0.94,0.0,0.817,non
1661,1660,1.44,8.5,6.11,4.55,5.7,12.82,8.19,1.55,2.84,4.36,5.95,0.83,1.9,9.34,8.44,5.75,5.36,10.37,7.61,3.09,2.94,6.66,7.5,3.72,0.969,non
20767,20766,0.65,10.4,7.32,4.98,6.26,10.27,11.19,3.65,4.73,5.49,9.14,2.37,0.62,7.34,4.67,4.41,4.81,7.47,6.09,2.27,4.98,6.38,4.6,3.61,0.967,non
13947,13946,0.57,8.89,5.64,5.08,3.25,10.26,4.73,2.08,2.18,3.19,3.97,4.16,0.0,3.07,2.81,0.0,0.0,9.58,1.53,1.54,0.0,0.0,1.53,0.0,0.81,non
30668,30667,0.0,3.62,1.23,1.99,2.4,7.42,3.19,2.35,0.0,3.62,4.0,0.0,1.35,4.47,1.35,2.56,1.35,3.9,3.26,1.35,1.35,2.86,1.35,1.35,0.885,non
32874,32873,0.94,2.78,3.52,3.22,0.94,4.71,3.64,0.94,0.94,0.94,0.94,0.94,0.18,3.43,2.61,2.3,1.52,3.42,2.88,1.16,2.09,1.91,3.19,1.26,0.909,non
30779,30778,0.2,8.76,4.24,2.32,2.91,5.2,4.93,1.32,2.36,4.07,2.59,1.16,0.49,7.55,5.58,4.67,7.14,12.06,7.88,2.43,3.97,8.23,8.0,1.92,0.92,non
24388,24387,0.0,2.57,3.43,0.79,1.88,3.13,1.47,0.68,0.0,0.68,0.68,0.68,0.54,6.45,4.48,2.94,2.92,10.02,5.54,2.37,2.0,3.11,4.03,1.49,0.914,non
31255,31254,0.0,7.42,7.49,6.01,3.91,7.59,5.93,3.91,3.02,5.57,6.21,3.74,1.99,9.95,5.47,4.31,2.88,8.67,7.18,2.06,1.87,4.4,6.0,0.35,0.946,non
33515,33514,0.81,2.69,2.46,0.81,0.81,3.75,2.69,1.65,1.85,1.65,3.75,0.81,0.3,5.23,4.02,3.84,1.73,5.89,3.69,2.4,3.09,1.41,5.29,0.91,0.964,non
849,848,0.0,2.25,1.44,1.44,1.44,2.25,1.44,1.44,0.0,2.25,2.25,2.25,1.14,8.89,2.64,3.76,3.37,7.76,7.37,1.44,1.88,5.43,3.03,0.86,0.864,non
4751,4750,0.0,3.15,0.0,1.3,0.0,5.86,1.3,0.0,0.0,1.3,4.63,0.0,0.0,4.44,0.7,2.54,1.7,4.68,2.02,0.23,0.47,3.17,3.21,0.7,0.901,non
16202,16201,1.36,5.86,5.37,2.59,1.74,5.63,2.43,1.81,0.7,3.35,4.35,3.03,0.0,2.95,2.58,2.58,1.08,4.47,3.66,1.08,0.0,0.71,2.58,0.0,0.889,non
11300,11299,0.99,0.99,0.99,0.99,2.19,2.17,3.37,0.99,0.99,0.99,2.17,0.99,0.34,4.55,2.69,2.09,1.61,5.16,3.66,2.05,2.46,1.78,4.26,1.66,0.889,non
33080,33079,0.0,6.48,3.16,3.18,1.64,10.74,6.2,2.04,0.96,2.52,5.35,0.35,0.94,6.33,1.51,1.87,0.94,3.42,3.42,0.0,1.14,3.31,1.51,0.57,0.865,non
3911,3910,1.09,3.86,0.0,1.09,0.0,3.52,2.58,1.49,0.0,0.0,2.89,0.0,0.67,7.72,5.69,5.67,4.54,9.17,10.33,1.87,5.13,6.31,7.49,4.66,0.797,non
14160,14159,0.0,4.94,0.92,1.33,0.48,3.78,2.59,0.0,0.48,0.48,0.48,0.48,0.0,1.9,0.0,0.0,0.0,0.7,1.2,0.0,0.0,0.7,1.9,0.0,0.753,non
12325,12324,0.44,7.5,5.78,3.77,2.75,6.52,4.15,1.73,1.52,2.47,3.14,2.1,0.3,5.07,2.16,1.74,1.3,4.06,2.3,0.9,1.7,0.72,4.04,1.57,0.946,non
22661,22660,1.78,6.5,6.54,2.64,2.88,8.86,7.75,2.16,2.85,4.08,4.53,1.95,0.84,8.42,3.4,1.69,1.97,6.14,2.96,1.55,1.86,2.0,3.0,1.85,0.923,non
2676,2675,1.18,4.51,6.27,2.47,3.27,6.98,3.94,1.58,1.18,3.31,8.28,2.07,0.82,8.99,4.61,3.87,2.73,8.8,4.68,1.38,0.56,4.41,5.02,2.48,0.922,non
32014,32013,0.7,4.69,6.17,3.77,3.77,7.88,4.05,2.81,2.19,4.36,7.37,3.39,0.53,8.13,6.67,3.15,3.63,6.66,4.26,2.2,2.86,4.79,5.92,2.58,0.967,non
37200,37199,0.61,4.36,2.1,3.03,3.03,5.9,2.92,1.46,0.53,1.97,1.97,1.97,1.69,4.85,3.88,2.63,4.04,5.24,4.21,2.3,2.44,2.63,3.44,2.7,0.956,non
22451,22450,0.83,3.51,1.29,2.35,2.6,5.7,2.24,0.0,1.29,3.51,3.53,1.29,0.0,6.48,2.39,6.33,1.89,6.66,3.28,1.89,3.5,2.18,4.52,1.92,0.914,non
31045,31044,3.13,8.52,7.0,7.68,6.57,10.8,9.68,3.63,4.71,7.69,7.47,2.67,0.0,2.62,2.88,1.55,1.4,5.85,2.74,1.01,0.25,3.33,3.03,0.26,0.929,non
4961,4960,0.68,5.47,4.6,2.01,1.85,5.19,2.95,1.33,2.31,1.97,2.64,0.77,2.8,9.59,5.61,6.65,6.31,13.0,8.48,1.14,3.5,5.2,6.72,0.69,0.952,non
31056,31055,0.0,8.43,4.17,1.21,5.07,8.33,4.35,0.0,1.41,2.65,3.96,0.0,0.34,8.21,4.24,3.59,2.71,8.96,4.75,1.42,2.78,2.97,5.02,2.62,0.953,non
2848,2847,0.96,7.01,2.93,3.07,2.03,7.31,3.6,0.77,1.18,4.29,3.33,1.26,1.16,8.09,1.92,2.49,3.26,6.67,4.68,1.48,2.01,2.49,3.35,1.92,0.971,non
19334,19333,0.0,6.99,5.55,4.99,3.12,9.96,6.08,0.38,2.07,1.79,6.3,1.79,0.66,8.24,5.68,6.51,3.3,7.1,4.71,1.91,2.5,2.62,3.08,1.13,0.952,non
36066,36065,1.19,8.09,5.61,3.27,3.51,10.78,6.1,2.02,1.72,5.05,7.42,2.89,1.92,7.36,7.02,5.74,3.7,8.5,7.3,3.1,2.9,4.19,4.73,2.42,0.963,non
15291,15290,0.5,3.47,0.5,0.5,1.4,4.19,3.44,0.0,4.47,4.27,0.5,0.5,0.68,6.96,5.05,3.54,2.95,9.96,9.77,2.95,5.42,3.54,3.74,1.87,0.873,non
15921,15920,0.0,4.87,2.51,2.47,4.54,6.95,4.55,2.27,2.47,1.19,4.6,2.47,0.72,8.37,5.46,4.11,4.6,8.69,6.73,1.93,2.39,4.42,5.6,1.77,0.961,non
26768,26767,5.98,14.91,11.01,11.18,12.19,18.52,13.74,5.35,5.9,7.1,11.79,6.6,0.55,6.86,8.25,7.85,6.04,12.37,8.37,2.1,4.6,8.5,6.31,2.57,0.962,non
5729,5728,0.62,8.9,6.56,1.75,5.22,9.95,9.02,2.76,2.98,6.05,6.09,3.41,7.56,14.46,11.32,11.56,10.7,14.27,16.62,8.23,7.55,8.3,7.8,8.36,0.942,non
34366,34365,1.15,6.3,5.34,3.0,3.44,8.59,6.47,2.04,3.47,4.3,6.38,2.75,1.15,6.3,5.34,3.0,3.44,8.59,6.47,2.04,3.47,4.3,6.38,2.75,1.0,non
30688,30687,0.69,3.51,2.13,0.52,2.82,5.81,3.46,1.46,0.0,4.14,4.26,0.0,0.55,4.05,3.11,2.47,2.13,5.08,1.91,0.94,0.55,2.37,2.79,0.55,0.933,non
31364,31363,0.0,6.57,3.67,2.67,2.4,7.93,4.33,2.14,0.28,4.01,6.32,1.29,0.0,3.95,2.04,1.02,1.48,6.22,2.47,0.89,0.26,2.17,3.62,0.27,0.983,non
13939,13938,0.97,5.15,3.51,4.24,2.7,7.56,4.31,0.0,0.7,2.76,3.61,1.49,1.07,1.11,3.29,0.83,0.0,3.9,2.89,2.64,2.06,3.64,3.47,0.0,0.797,non
28842,28841,0.0,5.45,0.91,3.64,0.91,10.95,4.26,0.0,1.75,1.75,1.75,0.91,0.0,3.28,2.01,3.5,2.01,7.52,4.38,1.47,0.79,2.69,2.01,0.79,0.952,non
35220,35219,0.91,9.75,5.14,6.48,5.09,8.37,8.7,2.44,3.21,4.63,6.02,3.15,0.27,8.52,4.98,1.61,3.51,7.49,4.61,0.91,1.96,3.17,3.92,1.15,0.953,non
35232,35231,0.0,4.48,1.35,1.35,2.73,9.08,3.16,1.74,0.57,2.55,4.61,0.57,0.0,10.39,10.83,4.52,4.95,11.34,8.35,3.74,1.73,6.92,9.33,4.53,0.891,non
17269,17268,1.19,5.47,4.83,3.2,2.69,7.04,5.74,0.83,1.38,4.9,5.09,1.81,0.3,6.37,4.31,4.6,5.31,7.93,5.65,2.26,2.1,6.4,5.64,2.7,0.979,non
22322,22321,0.0,6.98,2.21,1.26,2.02,8.68,4.31,0.87,0.4,3.55,2.8,0.0,1.88,5.35,3.33,3.23,2.85,5.04,4.01,1.5,2.18,4.54,3.68,0.69,0.906,non
25668,25667,3.1,9.23,7.68,7.63,8.59,13.21,10.58,3.0,2.65,7.16,9.59,4.1,0.85,7.66,4.31,4.8,2.71,8.47,4.26,2.39,1.24,6.19,6.45,1.86,0.963,non
37458,37457,1.13,8.59,5.33,2.88,2.75,8.36,4.41,2.63,3.2,3.76,6.6,0.76,0.0,4.49,1.94,1.39,2.59,6.11,1.94,2.36,0.43,0.98,3.14,0.98,0.947,non
22209,22208,0.0,2.82,4.16,2.59,2.82,4.98,4.4,0.87,1.16,4.88,3.61,1.16,0.47,7.51,4.68,4.05,5.57,9.78,5.59,3.42,1.33,4.88,5.95,2.64,0.949,non
11243,11242,0.87,6.36,4.88,1.87,3.62,6.0,5.03,0.61,0.97,0.87,3.92,1.18,0.0,1.71,1.45,1.04,1.45,9.17,2.21,0.0,0.91,2.55,1.28,0.0,0.759,non
33304,33303,0.0,7.79,3.54,3.76,3.0,6.67,5.14,2.11,2.64,6.11,6.15,0.61,0.0,9.0,7.29,4.82,4.76,10.72,6.26,4.03,1.69,5.03,6.46,0.92,0.966,non
9077,9076,0.0,6.45,3.01,3.74,4.51,10.45,5.77,1.94,2.41,4.21,6.12,2.87,1.31,7.1,2.26,4.26,2.26,4.84,4.26,1.8,1.63,3.76,3.58,2.83,0.936,non
33092,33091,0.0,4.1,2.79,2.88,3.52,8.25,4.82,0.26,2.93,1.89,4.82,0.26,2.2,6.97,3.46,4.48,2.8,7.47,5.68,1.94,3.02,7.02,4.59,2.54,0.905,non
34841,34840,0.65,7.66,4.91,3.34,4.96,8.26,7.27,2.71,4.7,4.59,4.01,2.47,1.27,9.27,4.53,4.31,3.88,11.53,9.11,3.09,2.29,4.15,9.19,3.62,0.956,non
7758,7757,0.93,12.18,5.49,3.45,4.73,10.22,6.28,0.46,2.33,3.83,5.89,3.33,0.48,4.11,4.07,1.76,2.39,4.43,2.02,1.87,1.76,2.3,2.19,2.28,0.945,non
2063,2062,0.91,2.69,1.36,1.36,1.36,1.96,1.36,0.91,0.45,1.36,1.36,0.91,0.0,0.97,0.0,0.0,0.0,4.95,0.0,0.97,0.0,0.0,0.0,0.0,0.515,non
347,346,1.27,7.92,4.89,4.1,3.86,11.7,7.13,0.64,0.64,2.68,5.39,3.9,0.64,5.26,3.63,2.84,2.54,10.17,6.48,2.62,2.08,3.8,4.67,3.72,0.975,non
8794,8793,0.7,7.82,5.5,1.75,3.76,8.99,5.26,3.43,3.95,4.96,5.38,1.6,0.0,5.97,3.58,2.98,4.96,10.15,6.63,2.51,2.41,3.46,5.25,1.54,0.967,non
19377,19376,1.47,9.36,3.91,4.24,3.82,11.39,6.74,4.81,1.78,7.3,5.07,1.38,1.89,2.37,5.75,2.93,2.93,5.26,5.15,0.77,4.05,4.57,4.63,2.37,0.864,non
15703,15702,1.82,12.21,6.87,4.55,3.06,11.0,8.15,3.01,2.12,4.46,4.06,2.21,1.31,6.24,4.79,4.54,4.09,8.47,6.86,2.02,3.59,3.86,5.21,2.91,0.957,non
27467,27466,0.11,3.55,2.33,1.96,0.63,2.62,2.71,1.3,1.53,1.25,2.47,0.61,0.0,3.77,3.17,1.72,1.41,8.12,2.0,0.78,0.38,2.93,7.01,0.0,0.849,non
37460,37459,0.0,8.98,6.24,5.53,3.05,9.57,9.76,4.24,2.08,5.68,5.53,3.38,0.47,12.31,8.98,5.7,4.29,14.35,6.65,1.56,0.47,5.53,9.55,2.24,0.946,non
15305,15304,0.0,1.43,0.0,0.0,0.0,6.67,0.0,0.0,0.0,1.37,3.02,0.0,1.07,8.14,6.38,4.63,3.85,10.21,6.51,3.39,3.96,3.98,7.44,2.01,0.716,non
10027,10026,1.87,7.64,4.84,4.09,4.55,9.96,4.88,1.34,0.53,5.93,8.13,4.02,0.0,3.26,1.93,0.75,0.75,7.36,7.25,0.75,0.75,1.96,1.6,0.75,0.818,non
15498,15497,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,2.93,1.19,0.87,0.87,5.34,0.87,0.45,0.87,0.87,2.05,1.19,0.905,non
11360,11359,1.86,4.85,5.62,2.59,3.14,7.01,4.7,0.62,0.62,1.97,6.33,0.0,0.86,5.03,3.56,3.66,1.82,11.83,6.04,1.44,3.08,4.13,4.48,1.36,0.912,non
7550,7549,0.86,10.88,6.45,4.03,3.75,14.19,7.51,1.41,3.8,5.0,4.97,2.0,0.31,6.61,3.82,4.41,4.63,9.11,6.54,3.01,3.75,4.8,7.3,1.49,0.952,non
5574,5573,0.58,6.24,7.3,3.33,4.5,10.67,7.27,1.39,3.4,4.92,7.08,1.88,0.0,4.66,0.48,1.11,0.48,2.74,2.45,0.0,1.13,1.76,3.03,0.48,0.865,non
19103,19102,0.64,6.56,4.84,4.26,2.48,6.93,3.6,1.13,0.8,2.03,3.68,0.9,0.0,5.77,4.02,3.11,2.58,7.07,3.58,0.73,2.96,4.5,6.19,2.25,0.944,non
18437,18436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,6.9,5.3,3.45,2.96,12.51,7.04,1.8,1.84,3.27,4.89,1.82,0.0,non
557,556,0.35,6.4,2.45,0.88,1.31,5.48,1.35,2.06,1.16,1.44,1.91,0.57,0.0,5.32,2.7,2.71,2.71,4.48,3.78,1.48,1.04,2.71,3.41,0.86,0.913,non
23268,23267,0.0,4.14,3.08,2.22,1.29,3.41,3.81,0.88,3.1,3.79,1.08,0.33,2.84,10.25,3.55,5.56,5.67,12.72,7.65,1.94,1.96,4.59,7.19,2.95,0.87,non
22052,22051,0.65,4.6,4.45,3.66,2.78,5.29,3.68,1.43,2.1,2.53,3.75,1.88,0.75,4.09,4.16,0.75,1.53,4.76,3.47,1.02,0.75,3.86,3.83,0.75,0.942,non
33502,33501,5.87,10.93,7.84,5.87,6.13,13.99,10.35,6.43,5.99,8.98,8.62,4.27,0.0,4.02,0.0,1.81,0.94,4.27,5.04,0.0,0.88,0.0,3.98,0.0,0.814,non
24979,24978,0.0,6.49,1.52,0.68,1.06,5.02,3.77,1.41,0.0,2.79,2.69,0.0,0.0,6.3,3.31,2.6,4.99,7.49,7.47,1.02,0.52,3.11,5.04,0.74,0.925,non
8311,8310,0.0,6.51,5.84,1.85,4.94,10.18,5.17,3.23,0.0,0.69,3.78,3.23,0.67,7.28,5.67,5.45,2.96,8.4,6.29,2.74,2.48,3.58,4.28,2.0,0.93,non
24752,24751,0.0,6.55,4.54,2.19,5.35,9.97,6.6,2.48,2.53,3.52,5.64,2.65,0.99,8.62,4.97,3.48,4.57,10.39,6.38,1.93,3.19,4.37,6.34,2.52,0.989,non
11556,11555,0.0,0.83,0.83,0.83,0.0,3.43,0.83,0.0,0.0,1.72,0.0,0.0,0.0,2.1,0.88,2.1,0.44,3.94,0.88,0.0,0.0,2.13,0.0,0.0,0.956,non
6879,6878,0.0,2.3,0.68,0.68,0.68,3.16,1.54,0.68,0.68,0.68,1.54,0.68,2.02,4.9,3.63,2.44,2.44,8.72,5.07,1.01,3.63,3.63,2.44,2.44,0.944,non
3564,3563,2.19,7.74,3.18,4.86,2.57,8.56,4.77,1.18,0.86,3.6,6.45,1.75,0.0,5.26,0.0,1.38,3.73,6.54,2.19,1.16,1.38,0.0,0.81,1.38,0.841,non
30145,30144,0.62,5.3,3.48,2.81,3.23,5.97,3.41,2.87,1.33,3.23,3.62,2.03,1.12,6.94,5.34,2.75,3.35,6.74,4.17,2.45,2.6,5.15,4.07,2.07,0.985,non
1073,1072,2.7,11.27,8.67,6.48,4.01,10.18,8.69,1.42,3.55,3.36,4.12,4.7,0.0,6.88,7.25,4.64,3.58,10.52,7.94,2.44,2.96,4.71,6.71,2.53,0.955,non
13861,13860,0.54,3.97,3.32,3.03,0.84,4.75,4.16,0.54,0.54,2.65,1.28,2.22,1.66,9.72,7.57,4.83,6.06,17.78,8.18,3.52,3.9,6.69,10.2,4.37,0.921,non
22456,22455,0.48,8.71,4.77,4.87,4.28,9.83,5.47,2.24,2.33,4.04,4.47,1.55,0.54,3.53,2.94,2.07,1.63,5.03,2.2,1.11,1.47,1.63,3.35,1.75,0.973,non
3005,3004,2.23,10.44,7.98,6.47,6.9,12.26,7.66,2.63,4.05,4.39,8.72,3.13,1.63,1.63,1.63,1.63,1.63,3.05,1.63,0.0,0.0,1.63,1.63,1.63,0.93,non
12538,12537,1.98,3.34,0.88,3.42,0.69,5.2,2.75,0.98,0.0,1.25,2.97,0.0,0.0,6.19,3.53,2.63,2.08,8.5,4.02,0.63,1.62,3.59,2.7,0.0,0.905,non
31385,31384,0.95,8.66,6.15,5.55,7.58,10.37,6.96,3.78,2.43,7.84,6.45,3.66,1.23,6.56,6.45,4.45,5.88,8.56,6.63,2.59,2.96,4.8,5.28,2.63,0.989,non
25823,25822,0.71,5.66,1.88,2.52,2.52,4.19,5.68,1.45,0.71,0.71,3.43,0.71,0.61,4.5,1.78,1.73,0.61,6.65,3.38,1.92,0.61,3.05,0.61,1.73,0.854,non
31189,31188,1.3,5.65,4.65,3.55,3.27,8.23,5.0,2.84,1.28,6.88,5.86,2.84,0.0,5.65,3.87,0.61,1.64,7.72,4.85,1.64,2.62,5.95,2.22,2.79,0.947,non
33992,33991,0.0,3.59,2.93,2.17,2.17,4.0,2.6,1.52,1.21,1.52,1.95,1.95,0.78,8.02,6.49,4.51,4.82,6.97,6.38,3.5,4.58,5.52,6.61,2.32,0.968,non
7296,7295,0.78,3.42,3.82,0.91,2.73,9.16,3.6,0.91,4.12,2.38,3.46,0.91,1.71,7.71,5.71,3.48,4.58,10.72,6.98,2.67,4.4,6.25,7.71,3.26,0.946,non
12860,12859,4.05,9.05,7.0,7.76,3.36,10.26,6.02,2.45,1.47,6.09,6.33,2.58,0.12,3.4,2.52,2.04,1.41,3.03,2.24,1.0,2.36,1.31,2.65,1.35,0.936,non
4559,4558,0.52,8.63,4.68,2.68,2.88,13.16,5.59,2.95,2.01,3.22,3.2,2.15,0.0,7.53,4.45,2.34,1.79,5.91,5.44,0.74,2.56,1.92,6.14,0.98,0.906,non
27253,27252,0.83,5.0,6.21,3.35,2.96,11.9,8.44,3.25,3.82,3.66,8.44,2.23,1.78,6.16,4.43,2.46,3.44,9.4,6.65,1.73,2.81,4.78,6.11,2.28,0.979,non
8008,8007,0.68,5.82,4.28,2.23,1.93,4.51,2.67,1.99,1.77,1.77,1.46,1.46,1.91,6.87,2.88,6.1,1.19,5.47,2.77,0.77,2.1,2.88,2.1,2.1,0.926,non
12216,12215,1.47,5.78,4.34,2.4,3.35,4.65,2.4,2.22,2.16,2.43,3.94,1.97,2.42,6.38,5.17,4.63,3.48,7.96,5.89,1.7,2.15,4.35,5.04,1.82,0.961,non
37005,37004,0.0,5.3,2.5,3.23,2.36,5.23,2.36,1.63,1.47,4.81,2.36,0.0,0.81,7.49,6.88,3.65,5.7,11.5,7.79,2.3,3.19,4.93,8.23,2.84,0.917,non
3922,3921,2.48,4.49,2.34,2.08,2.32,4.54,3.37,0.0,0.0,2.48,1.36,0.0,0.0,6.08,3.23,2.76,1.32,4.4,4.58,1.12,0.57,0.55,3.28,0.55,0.897,non
