Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
14088,14087,0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.17,5.41,2.45,3.21,2.61,7.46,4.8,1.65,2.05,7.62,3.88,1.21,0.94,10.43,4.61,7.55,4.68,9.2,12.44,2.57,3.79,5.46,4.43,2.27,0.917,non
35318,35317,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.82,5.96,3.18,5.17,6.03,5.96,3.97,3.18,1.62,4.76,3.97,3.97,3.15,6.67,8.7,5.05,5.58,10.51,7.41,3.03,3.96,6.07,8.18,3.65,0.936,non
25890,25889,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.83,5.78,1.64,2.37,3.11,7.15,5.98,1.64,1.82,4.54,1.64,0.83,1.92,5.87,5.05,3.31,3.08,9.07,6.15,1.53,3.77,5.39,6.43,2.52,0.934,non
35486,35485,3.82,2.48,0.0,0.0,1.0,1.0,0.0,0.99,7.67,5.46,3.23,4.32,9.93,7.44,1.93,3.67,4.85,7.42,3.0,0.59,3.41,1.97,1.38,1.78,4.41,2.05,1.14,1.49,3.92,3.41,0.56,0.962,non
31127,31126,0.68,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.35,4.51,2.3,3.22,5.48,4.13,2.48,1.83,2.49,3.3,1.7,0.0,6.76,2.35,2.55,1.03,7.98,6.81,2.36,0.0,2.71,0.0,0.0,0.846,non
13085,13084,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.27,0.57,1.2,1.2,7.43,6.11,0.57,2.85,0.57,1.2,2.23,2.02,10.95,4.32,3.76,7.02,13.52,4.53,0.56,0.56,3.05,4.28,1.62,0.8,non
17944,17943,0.21,0.18,0.0,0.0,1.0,1.0,0.3,0.09,4.66,3.83,3.69,3.17,4.34,4.58,0.9,3.22,3.3,4.86,0.49,1.08,8.24,2.87,3.64,3.66,9.8,4.24,1.57,1.6,3.22,5.3,1.24,0.919,non
18358,18357,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.37,7.32,3.69,3.15,2.33,7.5,4.67,1.75,0.66,2.76,4.33,2.42,0.57,4.5,3.61,0.97,2.45,6.96,4.52,0.84,2.19,3.44,2.18,1.35,0.949,non
7956,7955,1.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.8,1.44,4.18,2.89,7.96,4.36,2.2,0.0,2.72,2.18,0.0,0.42,9.32,3.93,3.91,2.91,5.98,5.28,1.82,3.49,2.32,3.43,2.66,0.922,non
24479,24478,2.22,1.01,0.0,0.0,1.0,1.0,0.3,0.3,4.09,3.69,3.02,2.16,4.55,4.17,1.97,1.57,2.6,4.17,2.24,0.99,5.76,4.97,2.74,3.99,8.54,5.52,1.93,3.19,4.37,6.34,2.52,0.98,non
10460,10459,0.74,0.0,0.0,0.0,0.0,1.0,0.0,1.41,5.31,4.44,2.96,3.78,8.66,5.22,1.68,3.24,6.64,5.8,2.71,1.63,7.21,4.52,5.88,4.69,9.62,6.01,3.64,1.63,4.84,4.69,1.47,0.958,non
17399,17398,0.97,0.0,0.0,0.0,0.0,1.0,0.0,1.01,5.82,8.85,7.34,4.83,12.7,9.6,1.64,2.11,7.46,6.46,3.78,3.59,7.94,6.51,4.57,3.82,9.78,6.6,3.37,3.82,6.0,4.41,3.82,0.958,non
13684,13683,0.43,0.0,0.0,0.0,1.0,1.0,0.31,1.95,9.92,7.73,6.23,5.66,13.13,10.41,4.08,4.43,6.94,8.99,3.75,0.0,5.19,2.19,0.99,3.21,5.13,5.55,2.19,2.68,4.28,3.29,1.2,0.962,non
36248,36247,0.83,0.0,0.0,0.0,0.0,1.0,0.0,1.26,7.7,3.99,4.07,4.67,9.4,7.53,2.87,4.44,6.0,8.04,2.62,0.68,3.08,0.0,0.0,1.81,5.08,1.64,0.0,0.0,1.71,1.92,0.0,0.859,non
2416,2415,0.83,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.53,4.75,4.29,4.16,10.16,8.42,2.44,0.97,5.98,3.68,1.82,1.11,7.89,7.08,5.23,5.2,9.89,7.83,3.96,3.24,4.29,5.89,2.49,0.97,non
18619,18618,0.6,0.0,0.0,0.0,1.0,1.0,0.0,0.53,5.8,4.65,3.03,2.55,9.13,5.7,0.73,1.73,2.89,4.47,1.18,1.64,6.84,2.47,3.83,3.19,10.56,7.57,3.0,2.28,4.49,4.84,0.96,0.972,non
1738,1737,31.64,50.32,0.0,0.0,1.0,1.0,0.0,1.54,2.61,1.54,1.54,1.54,6.85,4.09,1.54,2.61,3.69,1.54,1.54,1.54,2.61,1.54,1.54,1.54,6.85,4.09,1.54,2.61,3.69,1.54,1.54,1.0,non
1509,1508,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.1,4.88,3.57,4.54,2.1,5.09,5.43,1.62,2.1,2.1,4.54,2.1,0.8,4.59,2.72,2.72,1.21,5.44,3.64,2.12,0.99,2.24,4.65,2.24,0.969,non
23523,23522,1.14,0.32,0.0,0.0,1.0,1.0,0.0,0.25,4.5,4.17,3.34,1.67,4.22,3.85,2.37,2.4,1.58,4.99,0.94,1.57,6.13,3.57,2.87,3.08,7.4,5.28,1.1,1.21,4.2,4.47,2.02,0.93,non
10213,10212,0.33,0.0,0.0,0.0,1.0,1.0,0.32,0.52,8.66,5.73,3.98,5.06,17.04,8.02,2.41,2.13,4.04,6.38,2.86,1.15,9.62,3.78,3.23,3.7,6.27,5.27,1.14,2.23,2.5,4.74,1.54,0.914,non
25932,25931,1.41,0.0,0.0,0.0,0.0,1.0,0.0,3.65,15.38,6.59,8.12,4.28,14.64,8.13,3.44,6.17,8.58,6.44,5.66,0.0,1.03,4.47,1.03,1.03,4.76,1.03,1.03,0.73,1.72,3.67,1.03,0.793,non
23306,23305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.59,6.58,4.08,5.32,3.09,6.34,5.3,2.11,1.96,1.64,3.36,2.17,1.02,4.67,1.74,2.61,2.79,3.4,5.4,0.0,0.0,2.36,1.74,0.0,0.919,non
5065,5064,1.49,0.0,0.0,0.0,1.0,1.0,0.33,0.21,8.01,1.71,3.14,0.15,5.35,5.53,0.49,1.04,1.26,3.85,0.94,2.27,12.05,12.95,10.2,9.83,17.59,13.53,2.76,4.43,8.61,11.37,3.65,0.875,non
36891,36890,0.6,0.0,0.0,0.0,0.0,1.0,0.3,0.54,2.61,0.89,0.54,0.54,5.62,4.49,0.54,0.54,0.54,3.77,0.89,0.0,9.2,7.45,6.81,5.66,15.12,8.68,6.68,5.93,5.47,9.33,3.52,0.887,non
34170,34169,5.64,0.0,0.0,0.0,1.0,1.0,0.0,0.87,7.56,3.17,4.56,1.62,6.14,3.95,1.45,1.05,2.96,5.94,3.54,1.38,11.01,6.97,5.91,7.8,11.89,8.59,1.92,3.83,4.71,7.05,3.75,0.95,non
12008,12007,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.63,9.96,5.38,6.75,2.61,8.3,8.47,2.73,2.95,4.67,5.92,1.63,2.51,15.93,8.72,7.33,7.44,15.42,10.68,5.65,4.26,6.54,10.34,5.64,0.976,non
3475,3474,1.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.03,0.0,0.0,2.14,8.16,2.21,0.0,0.0,0.5,2.14,0.0,0.0,3.46,2.81,1.99,1.81,6.37,2.97,0.67,1.05,2.21,2.97,1.74,0.87,non
24385,24384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.89,5.65,4.62,3.68,2.36,7.66,4.32,3.28,3.87,2.53,3.93,3.84,0.0,12.82,4.25,5.66,2.91,11.66,10.6,1.67,0.96,2.89,7.71,0.93,0.897,non
9160,9159,1.24,0.0,0.0,0.0,0.0,1.0,0.0,1.27,3.7,2.64,3.7,2.64,3.51,2.64,1.27,3.7,2.64,2.64,2.64,1.47,10.2,4.77,3.19,2.11,3.43,6.36,2.11,3.19,2.11,4.63,2.11,0.885,non
36757,36756,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.04,2.04,0.74,1.65,5.14,2.44,0.74,0.0,0.74,2.01,0.39,0.0,3.9,3.02,3.02,6.19,8.73,4.68,2.78,0.81,4.22,6.06,2.26,0.934,non
25695,25694,4.88,4.76,0.0,0.0,1.0,1.0,0.0,0.73,9.04,6.47,5.7,6.23,10.45,8.06,4.27,3.55,7.45,8.43,2.7,0.09,3.97,2.85,1.47,1.03,4.59,2.29,1.63,1.63,1.7,3.6,1.0,0.966,non
30480,30479,6.22,2.78,0.0,0.0,1.0,1.0,0.0,1.6,5.21,2.51,2.01,1.65,4.79,3.73,1.13,1.14,4.19,2.54,0.28,1.52,5.9,5.54,3.5,3.02,7.82,3.45,1.87,1.1,4.28,5.86,1.09,0.952,non
29832,29831,1.76,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.33,1.0,1.0,0.0,6.82,1.33,0.0,0.0,1.59,1.0,0.0,2.66,7.03,6.9,3.75,4.5,9.07,7.31,0.36,1.72,6.37,6.24,2.61,0.733,non
991,990,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.42,7.09,5.5,1.49,3.15,5.56,3.73,2.45,4.06,4.05,4.28,3.04,1.92,7.15,6.94,4.34,5.97,7.78,6.78,1.91,1.95,3.38,6.14,3.13,0.946,non
20474,20473,0.46,0.0,0.0,0.0,1.0,1.0,0.25,1.23,7.44,5.97,5.06,3.83,8.17,6.63,1.72,3.79,2.64,5.38,2.83,1.46,7.57,6.07,5.21,7.49,11.79,9.31,3.18,2.0,6.03,6.81,3.64,0.967,non
17388,17387,0.46,0.26,0.0,0.0,1.0,1.0,0.31,0.54,5.2,1.54,0.76,1.54,3.13,4.77,1.32,2.17,1.54,1.54,1.32,2.94,7.27,8.48,3.51,5.33,11.18,5.34,1.04,2.73,2.55,7.13,3.9,0.846,non
13926,13925,0.62,0.0,0.0,0.0,1.0,1.0,0.3,0.0,1.47,0.83,1.73,0.0,2.37,1.94,0.9,0.9,0.0,1.73,0.0,0.74,4.06,2.56,1.49,1.8,9.06,3.41,0.74,0.74,1.21,2.82,1.21,0.87,non
13427,13426,0.79,0.0,0.0,0.0,1.0,1.0,0.31,0.99,6.64,5.86,3.63,4.72,9.27,6.41,2.82,3.19,5.25,6.34,3.4,0.0,2.75,1.64,1.63,0.92,3.11,2.11,0.43,0.89,2.68,2.29,2.1,0.966,non
34761,34760,2.27,0.91,0.0,0.0,1.0,1.0,0.0,2.2,7.95,7.13,4.15,4.55,6.55,5.39,3.37,3.22,3.61,5.72,2.68,0.0,7.35,5.15,3.24,3.84,6.14,5.42,2.22,3.19,4.2,4.5,0.69,0.977,non
19442,19441,0.47,0.0,0.0,0.0,1.0,1.0,0.0,0.8,9.18,6.75,5.06,2.83,9.94,8.61,1.85,2.08,5.21,7.96,2.49,0.72,5.08,3.05,2.17,4.18,7.91,4.95,0.0,2.77,4.64,6.36,1.6,0.957,non
6741,6740,0.91,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.32,2.5,2.5,2.7,6.01,2.78,2.13,1.95,3.49,4.38,1.63,0.0,6.71,6.3,5.36,3.14,9.68,7.48,3.5,0.53,3.06,3.81,3.33,0.933,non
31502,31501,1.09,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.98,1.88,2.73,2.86,4.42,1.87,0.92,0.58,1.55,0.92,0.92,1.23,8.62,7.87,4.97,5.37,11.94,7.27,3.49,3.66,5.06,7.7,2.48,0.935,non
10622,10621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.04,8.9,5.3,1.66,2.35,8.41,7.42,0.59,1.7,2.69,5.13,1.62,1.06,3.2,1.06,2.24,0.0,1.95,3.36,0.0,0.0,1.06,1.06,0.0,0.893,non
11174,11173,1.49,0.0,0.0,0.0,1.0,1.0,0.37,0.0,0.0,0.84,0.84,0.0,0.0,0.84,0.0,0.0,0.84,0.84,0.0,0.76,7.89,8.34,3.98,2.77,6.08,5.52,3.31,3.21,3.1,6.33,1.85,0.707,non
18152,18151,2.09,0.9,0.0,0.0,1.0,1.0,0.0,0.44,3.5,3.14,2.19,1.92,4.4,2.35,1.17,2.08,2.8,3.29,0.79,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.988,non
30827,30826,6.32,1.89,0.0,0.0,1.0,1.0,0.0,1.18,5.65,3.04,3.34,2.65,6.57,4.36,1.8,1.35,4.64,4.91,1.8,0.0,4.12,1.99,1.22,1.64,5.98,3.92,0.32,1.1,4.1,4.29,0.32,0.969,non
7219,7216,1.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.11,1.83,1.15,1.19,4.6,3.37,0.25,0.0,1.19,1.19,1.54,0.82,8.08,4.94,4.54,3.49,9.5,5.86,0.9,1.28,3.3,5.18,2.63,0.967,non
31158,31157,0.29,0.0,0.0,0.0,1.0,1.0,0.0,0.47,5.39,3.02,1.33,1.81,5.66,3.04,0.29,2.24,3.03,3.57,0.77,0.0,3.89,2.95,2.57,2.57,5.28,4.73,1.24,2.22,2.63,4.95,0.78,0.957,non
13476,13475,3.8,0.91,0.0,0.0,1.0,1.0,0.31,1.6,7.22,6.43,4.21,5.3,9.85,6.98,3.39,3.79,5.83,6.95,3.98,1.04,7.44,4.96,2.83,2.71,8.23,4.01,2.33,1.42,3.56,5.02,2.65,0.976,non
11634,11633,19.9,32.85,0.0,0.0,1.0,1.0,1.0,2.25,9.96,9.07,5.43,5.57,13.14,9.34,3.59,4.07,6.19,10.06,3.82,2.72,10.46,8.64,6.51,5.4,13.53,9.74,2.94,3.72,8.19,10.12,3.92,0.996,non
9274,9273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.88,11.15,12.87,8.68,6.35,16.9,11.56,5.41,5.8,5.89,12.69,3.97,1.25,2.87,0.63,1.88,1.62,2.33,1.62,0.0,0.63,5.46,2.5,0.63,0.759,non
2350,2349,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.03,6.36,4.92,4.7,3.67,5.55,4.47,3.67,3.67,5.5,4.47,2.63,1.01,8.21,3.38,2.78,0.67,5.81,1.68,0.17,0.22,1.04,5.15,1.42,0.833,non
29369,29368,0.11,0.0,0.0,0.0,1.0,1.0,0.2,0.0,2.6,2.17,0.25,1.02,5.48,2.68,0.0,0.25,0.65,2.23,0.0,2.93,5.76,8.67,4.99,6.44,10.65,6.03,2.71,5.44,4.16,6.59,1.72,0.871,non
12282,12281,3.09,0.0,0.0,0.0,1.0,1.0,0.31,0.0,6.57,2.51,4.57,1.48,4.97,3.91,0.66,2.46,1.45,2.35,0.66,1.76,10.96,6.12,6.85,5.65,11.39,8.95,2.66,4.56,8.45,7.39,1.98,0.945,non
18788,18787,1.23,0.0,0.0,0.0,1.0,1.0,0.25,0.9,7.2,4.76,2.54,2.09,8.55,4.89,2.24,1.73,2.75,3.82,3.58,1.13,1.13,1.13,1.96,1.13,3.07,1.92,1.13,1.13,1.13,1.92,1.13,0.916,non
22876,22875,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,4.95,2.79,3.89,3.05,5.55,6.25,0.0,0.0,0.84,4.66,0.0,0.0,7.32,2.97,4.13,3.32,9.36,4.72,1.19,0.46,3.41,3.63,0.46,0.935,non
7160,7159,0.98,0.0,0.0,0.0,1.0,1.0,0.0,0.43,3.92,2.63,1.85,1.72,6.4,4.46,1.09,1.66,3.42,4.65,1.95,0.0,7.53,2.99,1.57,3.82,5.92,3.27,0.0,0.48,1.57,3.5,0.48,0.895,non
3172,3171,34.82,57.0,0.0,0.0,1.0,1.0,0.0,0.0,3.41,1.2,1.2,1.2,5.21,0.8,1.2,1.2,2.12,2.88,0.0,0.0,3.41,1.2,1.2,1.2,5.21,0.8,1.2,1.2,2.12,2.88,0.0,1.0,non
35688,35687,0.16,0.0,0.0,0.0,1.0,1.0,0.0,0.96,2.38,0.66,1.24,0.28,2.24,1.09,0.28,0.0,1.24,1.48,0.66,0.46,5.3,3.77,1.12,2.69,6.71,5.71,2.23,1.51,2.01,3.19,2.31,0.887,non
2152,2151,4.89,0.0,0.0,1.0,1.0,1.0,0.0,0.63,10.06,8.51,3.24,8.57,16.93,10.44,1.94,1.09,4.48,2.89,1.09,1.13,10.96,8.02,7.69,6.18,16.14,8.96,0.0,1.78,3.58,4.59,1.78,0.972,non
17569,17568,2.9,0.0,0.0,0.0,1.0,1.0,0.0,0.92,4.18,3.87,4.41,1.8,8.45,4.09,1.64,0.86,3.87,2.98,0.86,0.0,5.12,1.5,3.96,0.59,4.32,4.33,1.16,0.0,3.43,1.06,0.23,0.921,non
35376,35375,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.96,3.89,2.7,2.62,1.84,3.99,3.59,1.98,3.06,3.45,2.11,2.02,0.4,5.99,3.47,5.0,1.72,5.89,4.35,2.11,3.42,2.14,3.12,2.02,0.964,non
18297,18296,2.74,1.18,0.0,0.0,1.0,1.0,0.0,0.0,8.12,5.34,4.68,4.7,8.93,6.75,2.08,1.61,4.82,7.61,1.81,3.15,8.04,8.65,5.6,5.58,11.01,7.96,3.03,3.96,6.62,8.18,3.65,0.976,non
1475,1474,21.53,46.04,0.0,0.0,1.0,1.0,0.0,0.51,9.21,4.21,3.02,2.09,6.79,3.73,1.41,1.21,3.73,2.8,3.03,0.51,9.21,4.21,3.02,2.09,6.79,3.73,1.41,1.21,3.73,2.8,3.03,1.0,non
16563,16562,0.0,0.0,0.0,0.0,1.0,1.0,0.59,0.86,3.44,3.31,2.79,1.47,3.03,4.09,1.39,3.93,1.89,1.86,1.64,0.0,0.99,0.0,0.0,0.0,1.79,2.23,0.0,0.6,0.0,1.62,0.0,0.72,non
5592,5591,1.37,0.0,0.0,0.0,1.0,1.0,0.0,1.7,8.52,7.27,5.16,4.73,12.52,7.82,2.82,4.08,7.49,7.76,5.29,0.67,4.47,2.03,3.67,2.83,6.29,3.42,1.45,2.61,4.47,2.69,2.03,0.975,non
30312,30311,4.68,1.68,0.0,0.0,1.0,1.0,0.0,0.78,2.1,2.1,2.1,2.53,4.13,2.04,0.33,1.13,2.79,2.68,1.1,1.47,5.32,5.53,3.43,3.82,6.06,6.3,2.39,3.04,4.62,4.65,2.06,0.957,non
23075,23074,2.72,0.45,0.0,0.0,1.0,1.0,0.2,0.0,3.25,1.82,2.84,1.82,4.04,3.25,0.77,1.94,2.47,2.84,1.8,0.45,8.12,9.21,5.32,3.75,11.87,10.03,3.34,5.15,3.77,8.26,2.93,0.962,non
17709,17708,0.64,0.0,0.0,0.0,1.0,1.0,0.3,1.79,5.1,3.41,2.57,2.57,10.92,5.06,3.41,1.79,4.52,5.81,1.79,0.0,4.02,4.06,1.77,2.54,5.07,5.2,1.86,0.92,3.51,3.95,0.2,0.938,non
24569,24568,0.68,0.0,0.0,0.0,1.0,1.0,0.2,2.6,17.47,10.3,10.25,11.15,21.57,14.04,5.74,3.34,5.81,9.38,4.67,3.62,7.17,6.47,5.7,5.67,8.12,4.52,2.89,3.22,5.4,5.89,3.95,0.951,non
35824,35823,0.56,0.0,0.0,0.0,1.0,1.0,0.0,0.86,8.72,7.96,7.04,7.4,14.75,10.11,3.33,3.87,4.01,8.09,2.97,0.0,6.97,7.97,3.09,3.74,11.0,7.14,1.64,0.65,3.48,5.26,3.87,0.971,non
18149,18148,1.78,1.13,0.0,0.0,0.0,1.0,0.0,0.27,10.07,4.37,6.11,2.72,6.94,5.22,1.92,1.74,3.08,6.31,0.71,0.81,6.8,6.4,6.34,4.22,8.18,9.29,2.97,2.13,4.64,7.31,2.92,0.945,non
27597,27596,0.22,0.0,0.0,0.0,0.0,1.0,0.0,1.35,6.52,5.26,3.41,4.4,8.85,5.75,2.18,3.79,4.85,8.56,3.09,0.0,0.48,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.471,non
33325,33324,2.18,1.15,0.0,0.0,1.0,1.0,0.0,0.0,2.71,1.3,1.3,0.63,4.35,0.97,0.28,1.09,2.19,1.3,0.61,0.73,2.2,3.34,2.48,1.47,2.97,2.97,1.02,1.58,2.19,1.42,1.39,0.859,non
27274,27273,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.4,3.27,1.94,0.78,1.65,2.81,2.7,0.0,1.59,0.78,0.78,0.4,0.0,2.92,1.36,2.61,0.0,3.97,1.36,1.36,1.36,1.36,1.36,0.0,0.843,non
21203,21202,1.6,0.0,0.0,0.0,1.0,1.0,0.0,0.89,5.2,8.0,1.99,5.8,9.87,4.46,1.57,0.75,4.38,5.31,0.0,1.37,10.21,9.51,5.76,6.58,12.23,9.72,5.76,3.37,5.88,8.57,4.68,0.942,non
28733,28732,4.39,2.95,0.0,0.0,1.0,1.0,0.0,0.69,6.72,6.5,5.81,6.06,6.85,6.88,4.44,3.32,6.24,5.98,4.51,1.36,6.86,3.58,3.13,2.08,6.16,4.1,1.42,2.42,2.39,4.63,1.51,0.933,non
30183,30182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.47,8.27,5.92,2.98,3.77,7.97,6.92,1.96,2.35,3.83,4.76,3.48,0.0,3.11,1.83,0.0,1.13,4.07,1.64,0.0,0.0,0.7,3.69,0.0,0.878,non
4565,4564,0.82,0.0,0.0,0.0,1.0,1.0,0.71,0.0,3.86,0.0,2.16,1.9,3.68,0.94,0.0,0.94,0.94,0.94,0.0,1.63,5.56,5.64,3.73,3.91,8.16,4.48,2.42,2.28,4.01,5.38,2.74,0.828,non
21218,21217,0.42,0.0,0.0,0.0,1.0,1.0,0.0,1.45,9.6,7.05,7.82,7.74,12.68,8.1,6.44,4.5,5.64,8.23,5.99,2.16,7.45,5.38,7.36,5.98,12.1,5.82,1.51,2.52,4.86,4.06,5.27,0.968,non
31441,31440,2.57,0.6,0.0,0.0,1.0,1.0,0.0,0.0,2.51,1.06,1.06,2.29,5.34,4.93,0.28,1.05,2.84,2.52,0.28,1.18,4.82,2.91,2.87,2.16,4.75,3.08,1.52,0.83,4.07,3.39,0.83,0.898,non
29241,29240,9.47,10.96,0.0,0.0,1.0,1.0,0.0,0.48,6.88,3.76,2.98,3.41,12.41,4.21,1.92,0.99,3.28,6.9,1.61,1.17,6.93,3.6,3.58,2.34,9.52,6.46,0.82,1.64,3.93,6.05,1.81,0.972,non
35777,35776,5.5,0.56,0.0,0.0,1.0,1.0,0.0,1.3,7.78,3.73,4.77,1.98,7.83,4.63,0.74,1.07,1.07,2.04,1.07,0.22,6.0,3.52,1.98,2.02,5.05,5.42,0.37,0.69,1.24,4.88,0.5,0.925,non
4435,4434,1.23,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.66,3.56,0.46,2.56,14.57,0.9,1.35,0.46,2.21,3.42,0.46,2.57,9.39,6.42,8.31,4.91,11.78,7.62,1.46,2.65,5.81,4.54,2.09,0.787,non
26700,26699,0.45,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.88,2.36,2.36,1.33,4.84,2.61,2.1,0.0,2.93,1.09,0.29,1.89,8.91,6.28,6.84,3.66,10.96,10.38,1.09,4.39,5.84,5.52,2.08,0.92,non
22480,22479,1.8,0.0,0.0,0.0,1.0,1.0,0.0,2.21,9.85,7.94,6.63,6.81,15.06,7.73,3.58,2.93,7.47,8.25,4.53,0.0,8.81,2.31,3.97,2.34,12.89,8.17,1.36,1.98,3.16,4.88,0.31,0.931,non
19166,19165,0.57,0.0,0.0,0.0,1.0,1.0,0.3,0.99,5.76,4.97,2.74,3.84,9.2,5.52,1.93,3.19,4.37,6.34,2.52,0.86,13.82,7.76,10.04,5.74,14.83,14.06,4.41,3.84,3.44,9.84,2.77,0.951,non
11193,11192,0.54,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.83,1.32,4.47,1.39,10.13,5.58,0.8,2.48,2.59,3.83,1.08,0.33,4.54,3.66,1.95,1.47,8.51,5.71,0.0,2.33,2.44,5.13,0.93,0.937,non
3518,3517,2.32,2.07,0.0,1.0,1.0,1.0,0.0,2.16,5.8,6.93,4.46,2.27,13.42,5.24,0.47,2.62,2.28,5.74,2.38,1.01,5.45,3.06,3.52,0.78,4.56,4.56,1.69,1.2,1.97,3.97,0.0,0.901,non
2770,2769,4.86,1.79,0.0,0.0,1.0,1.0,0.0,2.04,7.41,6.79,6.07,4.98,7.4,6.1,3.65,3.47,5.58,6.1,2.92,1.27,4.31,6.52,2.16,3.23,8.99,4.74,2.28,2.52,2.81,3.72,2.37,0.943,non
9369,9368,4.84,2.87,0.0,0.0,1.0,1.0,0.31,0.0,5.44,3.2,1.96,2.78,5.97,2.44,1.29,0.0,2.63,3.57,1.97,0.49,7.81,4.89,4.49,3.58,9.05,6.71,2.88,2.88,3.49,4.43,1.83,0.959,non
33453,33452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.22,2.63,1.4,0.96,3.37,8.26,3.76,0.95,0.96,2.63,3.11,1.4,1.79,2.91,2.91,1.79,0.0,4.06,3.44,0.0,1.79,0.0,1.79,1.79,0.82,non
31743,31742,0.24,0.0,0.0,0.0,1.0,1.0,0.3,1.51,5.92,3.87,2.49,3.27,6.86,3.76,2.75,1.88,3.05,4.61,1.94,1.28,6.46,5.18,4.37,5.63,9.07,5.58,3.21,5.18,3.21,5.18,3.21,0.976,non
8887,8886,0.69,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.49,1.42,1.95,0.0,2.38,2.83,0.0,0.0,0.5,2.11,0.4,0.0,4.83,4.64,4.83,2.39,5.82,4.32,0.9,2.7,3.6,4.32,1.21,0.899,non
15257,15256,3.75,1.56,0.0,0.0,1.0,1.0,1.0,0.0,6.49,1.55,0.65,2.62,4.81,3.64,4.41,0.9,2.01,1.55,0.9,2.25,6.49,4.2,2.77,4.05,10.63,8.56,2.77,4.05,4.69,4.2,4.2,0.881,non
11799,11798,0.0,0.0,0.0,0.0,0.0,1.0,0.31,0.74,4.46,3.58,2.25,1.4,4.09,2.53,1.85,2.82,1.48,2.93,1.31,2.3,7.65,6.09,3.24,4.15,8.47,4.7,0.0,3.94,4.43,3.87,2.05,0.958,non
16229,16228,1.62,0.0,0.0,0.0,0.0,1.0,0.31,2.14,7.97,5.72,6.26,5.09,13.91,8.3,2.4,2.42,5.7,10.02,3.99,0.83,3.11,3.94,2.03,3.53,8.13,3.94,1.91,0.0,3.94,2.74,0.91,0.95,non
10833,10832,2.28,0.0,0.0,0.0,1.0,1.0,1.0,2.49,7.13,8.16,4.82,4.37,10.41,7.78,2.14,3.78,5.78,9.33,2.73,0.7,4.52,2.89,3.32,1.88,3.2,3.09,1.53,1.29,2.05,1.93,2.03,0.933,non
30888,30887,1.25,0.0,0.0,0.0,1.0,1.0,0.3,1.64,7.96,4.88,3.62,3.62,10.48,9.4,2.32,3.23,2.32,6.8,1.44,0.53,9.5,4.86,5.94,3.26,7.01,8.65,1.81,2.04,1.84,6.16,2.25,0.968,non
19724,19723,2.43,0.56,0.0,0.0,1.0,1.0,0.0,1.98,11.49,10.22,6.48,6.26,12.34,11.35,2.29,4.15,6.4,12.77,5.01,0.0,8.43,4.67,3.7,2.63,8.76,5.08,2.79,1.51,2.7,4.99,1.39,0.957,non
31416,31415,4.7,1.27,0.0,0.0,1.0,1.0,0.0,0.63,3.15,2.04,1.55,2.93,5.25,4.21,0.82,0.26,2.16,2.93,1.22,0.55,8.82,4.89,4.9,3.81,8.71,5.47,3.04,1.99,6.91,5.62,2.04,0.945,non
