Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
29639,29638,1.8,1.42,0.0,0.0,1.0,1.0,0.0,0.39,5.23,3.5,2.41,2.01,5.85,3.3,1.68,3.02,2.81,4.63,1.16,0.0,5.47,3.56,3.36,2.46,4.88,2.89,1.78,1.77,3.11,3.84,1.11,0.983,non
7757,7756,1.15,0.0,0.0,0.0,0.0,1.0,0.32,0.48,4.11,4.07,1.76,2.39,4.43,2.02,1.87,1.76,2.3,2.19,2.28,0.0,4.18,2.52,2.82,1.77,3.41,3.8,1.07,2.05,4.22,3.05,1.07,0.919,non
19202,19201,1.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.12,2.27,4.46,1.69,5.9,3.38,0.35,0.0,2.3,3.86,0.35,1.78,10.01,8.21,4.62,5.26,9.85,7.5,2.39,3.48,4.1,3.48,3.23,0.905,non
26613,26612,0.79,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.9,4.22,3.58,2.31,6.92,4.69,1.66,2.64,1.89,3.21,0.9,0.0,6.07,2.75,0.96,1.97,9.31,5.24,1.97,1.0,0.22,4.08,2.41,0.901,non
33812,33811,0.96,0.0,0.0,0.0,1.0,1.0,0.2,2.46,6.96,5.24,5.24,5.24,8.6,5.24,4.22,3.39,3.39,5.24,5.07,0.63,8.87,5.49,3.25,3.92,10.43,6.95,1.86,2.65,6.47,6.91,3.01,0.947,non
30249,30248,6.36,2.46,0.0,0.0,1.0,1.0,0.0,1.67,7.11,6.7,5.01,4.71,10.13,5.48,2.89,2.48,6.95,5.71,3.09,2.48,5.28,5.6,3.73,3.66,7.15,4.63,1.23,1.49,5.64,4.92,1.62,0.99,non
24234,24233,0.88,0.0,0.0,0.0,1.0,1.0,0.0,1.07,7.36,4.9,5.66,5.1,11.9,7.98,1.3,5.99,3.14,6.01,2.61,0.61,7.06,3.04,3.05,3.0,6.8,8.12,0.58,1.39,1.99,4.55,1.62,0.949,non
10066,10065,0.17,0.0,0.0,0.0,1.0,1.0,0.0,0.73,5.59,3.74,1.65,3.28,7.1,5.87,0.0,0.73,6.02,2.31,0.73,0.0,3.79,3.67,2.29,5.38,7.34,3.67,0.0,0.0,1.38,4.3,0.0,0.886,non
11629,11628,1.33,0.0,0.0,0.0,0.0,1.0,0.31,1.07,9.81,5.43,4.31,4.6,9.41,7.25,3.11,2.37,3.56,7.75,3.2,1.58,6.59,5.51,3.92,2.31,9.04,5.88,1.58,2.44,2.31,3.41,1.58,0.965,non
7787,7786,5.56,5.05,0.0,1.0,1.0,1.0,0.0,0.0,6.3,6.53,4.36,1.6,7.15,3.2,2.47,1.93,4.68,3.13,2.25,0.0,1.4,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.838,non
32244,32243,1.51,0.0,0.0,0.0,1.0,1.0,0.0,0.39,4.78,3.99,3.11,3.26,4.01,3.98,2.34,2.19,2.65,3.56,0.69,0.0,9.07,5.44,5.43,5.85,13.35,8.05,4.0,4.0,5.01,7.18,1.26,0.964,non
4157,4156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.27,7.97,5.36,4.67,11.51,8.33,2.44,2.96,4.71,6.71,2.53,0.0,2.56,0.0,1.77,1.77,2.69,2.18,0.0,0.0,0.0,2.99,0.0,0.85,non
11946,11945,1.16,0.0,0.0,0.0,1.0,1.0,0.31,1.55,5.7,3.0,1.92,1.68,5.56,3.44,0.98,0.31,3.46,4.27,0.45,1.67,8.22,6.52,4.55,4.92,9.42,4.4,0.7,2.48,4.23,5.69,1.56,0.967,non
8587,8586,0.39,0.0,0.0,0.0,1.0,1.0,0.0,1.05,7.68,2.98,3.77,0.95,4.88,2.99,0.95,0.72,1.54,0.95,0.95,0.67,6.74,5.33,3.17,2.3,6.34,7.31,1.85,1.63,3.04,3.79,1.63,0.911,non
5118,5117,1.23,0.0,0.0,0.0,1.0,1.0,0.0,2.03,5.48,4.4,4.41,2.11,4.01,3.64,1.52,2.18,4.34,2.29,0.88,2.1,6.25,4.58,2.59,3.22,7.5,4.51,1.23,1.8,2.59,3.89,1.8,0.935,non
23015,23014,3.13,0.61,0.0,0.0,1.0,1.0,0.2,1.7,7.97,4.76,3.81,2.35,7.88,6.26,0.7,2.36,4.13,4.4,4.4,0.52,4.57,3.51,3.3,6.92,11.75,5.91,1.08,1.26,2.68,5.39,1.56,0.892,non
3306,3305,10.49,7.11,0.0,1.0,1.0,1.0,0.0,1.94,7.15,7.65,6.44,3.58,7.43,5.65,1.16,1.17,6.31,7.35,2.99,0.87,5.09,7.41,4.24,1.5,5.34,4.47,1.12,2.07,4.83,7.62,3.16,0.978,non
8952,8951,1.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.65,0.6,0.6,0.62,2.72,1.9,0.16,0.0,1.71,2.55,1.27,1.96,10.95,8.27,7.37,6.76,18.25,10.53,2.05,4.89,6.98,10.66,4.63,0.907,non
26264,26263,0.43,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.76,6.18,4.74,4.84,9.22,8.26,3.04,3.29,4.09,6.57,2.14,0.88,1.87,1.37,1.27,0.18,5.87,2.23,0.18,0.64,3.86,1.12,0.46,0.83,non
18114,18113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95,1.0,0.0,0.52,2.37,2.37,0.52,0.0,1.21,0.52,0.52,1.14,4.89,3.9,3.56,2.34,7.43,3.72,1.84,2.58,3.37,2.58,1.2,0.87,non
17251,17250,0.2,0.0,0.0,0.0,0.0,1.0,0.32,0.48,8.52,5.82,4.52,3.35,9.62,6.81,3.14,2.1,3.8,4.95,0.99,0.0,3.65,1.31,0.95,1.96,6.88,4.85,1.96,1.96,1.59,6.62,0.95,0.905,non
18565,18564,2.58,0.0,0.0,0.0,1.0,1.0,0.3,0.0,8.85,7.21,4.92,5.53,12.86,6.28,3.06,3.06,4.16,4.85,2.77,1.27,8.82,6.31,3.73,6.28,12.7,7.49,3.67,4.49,5.97,8.33,3.55,0.979,non
36951,36950,3.8,0.27,0.0,0.0,1.0,1.0,0.0,2.0,12.86,10.83,7.19,7.55,16.19,9.8,3.62,4.8,6.32,10.88,5.9,1.07,6.17,3.08,2.25,2.97,6.98,5.8,1.26,2.66,4.1,5.27,1.47,0.975,non
18161,18160,0.16,0.0,0.0,0.0,1.0,1.0,0.3,0.0,6.42,2.36,2.22,5.14,10.8,6.07,1.7,2.21,6.12,3.61,0.98,2.82,8.61,5.93,4.03,4.03,10.14,6.91,1.95,1.75,2.45,3.89,1.98,0.928,non
1143,1142,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.83,10.0,4.65,4.4,2.56,12.76,8.96,1.3,2.66,5.02,5.52,1.49,2.07,10.33,6.52,3.36,6.46,14.93,9.17,6.61,5.9,5.55,10.69,6.29,0.939,non
20171,20170,0.67,0.86,0.0,0.0,1.0,1.0,0.0,1.56,5.63,5.1,5.13,3.27,6.98,4.79,3.35,2.28,2.85,4.34,3.21,0.0,5.64,4.52,5.23,3.89,8.39,4.04,1.81,1.27,4.09,5.53,1.81,0.97,non
24283,24282,0.84,0.46,0.0,0.0,1.0,1.0,0.0,1.13,9.63,5.27,4.0,4.21,10.79,7.03,2.95,3.06,4.58,6.79,2.34,1.39,5.64,4.61,5.18,6.0,8.87,7.34,2.56,1.39,5.84,7.34,3.78,0.961,non
36622,36621,1.66,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.64,3.13,1.03,0.0,5.64,3.02,0.0,1.04,0.0,2.93,0.0,1.4,10.87,1.24,0.8,0.0,7.36,5.34,0.0,0.85,3.46,4.66,0.66,0.87,non
5093,5092,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.84,2.59,2.28,2.9,0.0,2.34,2.9,0.0,0.0,0.84,1.28,0.44,0.0,8.36,3.97,3.41,1.09,9.36,10.26,4.1,4.6,1.51,7.54,1.54,0.829,non
34006,34005,2.86,0.24,0.0,0.0,1.0,1.0,0.2,0.91,5.16,6.07,3.13,2.92,8.81,6.61,1.3,1.13,3.31,5.05,1.21,0.8,4.65,3.27,3.1,2.8,6.49,4.07,0.0,1.33,1.27,2.74,0.8,0.972,non
29743,29742,7.34,5.91,0.0,0.0,1.0,1.0,0.0,1.36,7.75,5.78,4.53,4.34,7.58,6.09,3.25,3.91,5.99,5.87,2.24,0.0,8.14,2.97,2.88,3.09,7.31,3.73,1.37,1.13,3.9,4.04,2.49,0.956,non
31104,31103,6.65,5.12,0.0,0.0,1.0,1.0,0.0,1.0,6.93,3.65,3.52,3.34,11.05,5.15,3.72,3.01,6.19,6.69,2.5,0.55,7.55,4.98,4.98,6.32,12.25,6.64,6.74,0.94,6.87,6.09,2.94,0.975,non
7171,7170,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.63,4.12,0.77,1.95,8.89,4.85,0.77,1.19,1.95,3.91,1.19,0.46,10.59,4.76,9.18,3.8,12.9,7.61,4.19,1.69,5.01,5.65,2.17,0.911,non
25972,25971,5.93,5.5,0.0,0.0,1.0,1.0,0.0,2.15,10.25,4.62,3.84,4.74,10.96,5.63,2.79,0.85,6.47,6.79,1.23,0.67,5.02,4.53,2.76,3.95,6.71,6.58,1.95,2.07,7.39,4.61,1.65,0.945,non
17437,17436,1.08,0.0,0.0,0.0,1.0,1.0,0.0,0.56,3.06,3.22,2.48,1.65,3.17,4.02,1.51,1.18,1.72,1.95,1.42,1.95,4.65,3.97,3.69,3.56,6.57,5.44,2.54,1.12,5.23,5.07,1.95,0.957,non
9026,9025,2.45,0.0,0.0,0.0,1.0,1.0,0.32,1.11,9.53,6.14,3.72,4.82,12.34,8.36,3.77,3.43,3.83,7.04,3.65,1.58,8.87,8.69,5.74,4.34,8.85,7.33,3.84,3.86,5.02,6.07,5.07,0.97,non
17357,17356,0.33,0.0,0.0,0.0,1.0,1.0,0.0,1.07,5.03,5.41,5.86,1.93,5.21,5.02,1.93,1.69,4.96,4.33,2.32,0.0,4.49,2.48,1.31,3.16,7.81,3.66,0.74,1.91,2.3,2.45,0.74,0.853,non
9943,9942,0.54,0.0,0.0,0.0,1.0,1.0,0.0,0.81,4.45,5.26,3.26,1.52,5.1,5.46,0.6,0.97,1.47,1.3,1.55,2.64,11.12,6.86,7.87,5.63,13.57,9.61,3.67,2.08,4.16,8.98,1.87,0.932,non
3989,3988,1.45,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.41,0.0,0.0,0.0,2.9,1.41,0.0,0.0,0.0,1.41,0.0,0.0,5.46,2.9,2.62,2.84,9.44,4.52,0.22,3.65,1.99,3.39,0.22,0.881,non
33419,33418,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.17,3.41,1.17,1.76,3.41,3.41,3.41,2.82,1.76,3.41,3.41,2.0,10.54,6.91,6.5,5.28,16.8,9.28,4.59,3.14,2.0,8.32,3.72,0.891,non
27510,27509,0.52,0.0,0.0,0.0,1.0,1.0,0.0,1.79,4.61,6.21,3.13,2.28,6.29,5.11,0.2,1.11,3.19,3.89,1.91,0.0,2.56,0.0,0.0,1.43,2.56,2.61,0.0,0.0,0.0,2.36,0.0,0.776,non
11603,11602,0.83,0.0,0.0,0.0,1.0,1.0,0.32,1.54,7.55,2.88,7.28,2.07,9.19,6.34,2.92,1.28,2.91,4.65,2.07,0.93,5.19,4.2,3.42,3.83,6.77,2.92,1.95,2.53,4.48,2.01,1.47,0.917,non
2687,2686,1.02,0.0,0.0,0.0,1.0,1.0,0.0,2.06,11.37,6.26,7.82,5.58,13.88,7.89,1.1,0.0,4.31,6.01,1.87,0.0,4.49,1.25,4.77,3.82,7.07,1.25,0.0,0.0,0.64,1.88,2.03,0.928,non
7841,7840,0.96,0.3,0.0,0.0,1.0,1.0,0.0,0.0,1.32,1.72,0.26,0.57,2.55,1.68,0.0,0.26,0.65,0.9,0.32,0.0,4.92,2.03,3.08,2.03,6.73,4.21,1.0,1.4,3.46,3.58,0.27,0.919,non
35698,35697,2.21,0.49,0.0,0.0,1.0,1.0,0.0,0.82,6.45,6.66,2.98,3.16,8.22,5.24,1.57,2.58,3.84,5.57,1.96,1.61,5.98,3.19,2.77,3.25,10.02,6.18,0.71,1.25,1.99,2.65,0.0,0.929,non
21221,21220,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.94,5.47,3.04,5.51,10.34,5.16,2.49,1.65,3.87,6.88,4.37,1.63,4.72,2.82,1.92,0.94,7.13,5.63,0.0,1.76,1.47,1.76,0.82,0.891,non
12203,12202,1.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.63,2.1,1.51,2.1,3.6,5.25,0.58,2.1,1.2,5.37,1.2,1.08,8.99,5.71,4.1,2.47,9.13,7.15,3.8,5.32,2.64,6.06,3.19,0.927,non
17219,17218,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.99,7.22,4.97,2.74,3.84,9.72,5.65,1.93,3.19,4.37,6.34,2.52,1.17,9.93,6.83,3.39,3.12,9.36,4.56,1.13,3.94,3.94,5.75,1.13,0.976,non
23130,23129,0.18,0.0,0.0,0.0,1.0,1.0,0.0,1.22,8.53,3.75,4.51,4.09,9.41,5.12,3.07,1.82,1.41,5.71,2.84,0.0,8.82,3.12,2.43,1.36,7.17,7.17,2.05,3.27,4.17,5.07,1.03,0.935,non
19509,19508,1.81,0.0,0.0,0.0,1.0,1.0,0.3,0.52,11.01,6.29,5.01,6.07,10.54,9.31,0.93,4.39,4.23,8.04,2.7,1.58,9.64,4.01,6.95,4.01,7.26,5.73,2.42,2.96,5.26,5.46,3.47,0.962,non
13729,13728,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.59,6.94,2.78,4.62,3.14,7.54,6.64,2.66,0.4,5.46,4.54,0.0,1.86,4.22,2.74,4.02,3.03,12.89,6.49,0.65,0.57,0.92,3.78,0.57,0.88,non
18261,18260,1.48,0.0,0.0,0.0,1.0,1.0,0.0,1.29,5.3,4.11,2.75,2.28,2.73,2.75,1.29,2.19,3.65,4.37,1.74,0.0,4.27,2.8,1.96,2.85,5.46,4.25,0.84,1.6,1.62,4.81,1.6,0.915,non
25601,25600,0.0,0.0,0.0,0.0,1.0,1.0,0.67,0.69,8.63,6.42,5.05,4.84,10.98,7.88,2.96,1.94,4.55,8.93,3.59,1.63,10.12,4.03,1.63,3.73,12.29,6.32,0.76,3.73,4.37,5.13,6.23,0.94,non
19607,19606,2.68,0.0,0.0,0.0,1.0,1.0,0.0,1.21,7.54,5.32,4.79,3.91,10.94,7.92,1.46,2.39,5.24,8.25,2.35,2.3,8.92,6.49,6.36,3.07,12.51,6.5,2.33,1.25,2.97,6.42,2.29,0.974,non
5039,5038,0.54,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.44,0.95,2.8,0.79,2.45,2.8,0.0,1.6,1.66,1.54,0.0,0.95,4.18,2.46,2.58,2.77,3.63,2.94,1.26,1.1,2.87,2.11,1.44,0.893,non
8331,8330,2.63,1.46,0.0,0.0,1.0,1.0,0.0,1.3,8.78,8.16,2.79,5.19,9.86,5.47,3.59,4.37,6.08,4.61,2.4,0.0,8.81,5.62,1.24,1.55,10.9,7.96,2.88,2.35,3.04,5.55,1.09,0.939,non
33342,33341,6.57,7.8,0.0,0.0,1.0,1.0,0.0,0.0,5.67,2.27,1.57,2.06,5.26,4.67,1.29,4.03,2.65,4.61,1.29,0.0,5.02,4.19,3.05,3.3,6.59,7.0,2.63,3.73,5.16,4.3,0.57,0.958,non
13001,13000,1.51,0.0,0.0,0.0,1.0,1.0,0.31,1.6,2.19,1.82,0.25,3.01,10.53,3.62,0.25,0.0,0.25,1.6,0.25,2.6,8.15,6.8,5.76,7.35,11.74,7.06,2.55,2.72,4.66,10.4,4.66,0.792,non
5699,5698,0.19,0.0,0.0,0.0,0.0,1.0,0.0,1.66,7.96,5.2,4.94,5.24,8.5,8.33,2.94,2.13,4.78,7.2,3.32,0.0,3.66,3.9,2.96,3.9,4.6,2.96,1.22,0.52,2.62,1.79,1.79,0.95,non
30720,30719,1.01,0.0,0.0,0.0,1.0,1.0,0.2,0.0,4.43,8.07,1.44,2.85,6.47,3.63,1.01,0.65,1.44,3.56,0.65,0.28,3.83,3.64,1.93,1.52,4.79,4.11,2.11,2.7,1.45,4.37,1.32,0.905,non
24934,24933,1.35,0.79,0.0,0.0,1.0,1.0,0.0,0.39,8.1,4.82,3.08,2.96,8.39,5.97,0.58,2.2,2.29,5.25,2.64,0.0,3.88,2.5,1.14,1.36,2.5,2.73,0.0,0.0,1.14,1.36,1.36,0.963,non
29879,29878,0.93,0.0,0.0,0.0,1.0,1.0,0.0,1.07,5.69,4.95,3.22,3.22,7.88,6.45,1.75,2.67,4.4,6.49,2.25,0.76,6.69,5.8,4.66,5.34,8.25,9.04,1.94,2.69,1.93,3.8,2.69,0.954,non
23947,23946,8.48,7.64,0.0,0.0,1.0,1.0,0.0,0.0,9.3,5.16,4.01,4.43,11.12,8.11,4.12,4.07,5.57,7.64,1.07,0.0,8.27,5.0,2.89,5.41,9.4,7.89,2.71,3.38,3.76,6.94,1.79,0.991,non
35868,35867,0.76,0.71,0.0,0.0,1.0,1.0,0.2,0.0,4.03,1.08,0.66,0.0,2.34,3.26,0.0,0.0,0.66,1.84,0.0,0.0,4.87,3.79,1.76,1.54,5.77,4.29,1.36,2.21,2.15,2.44,1.62,0.884,non
33387,33386,4.57,2.83,0.0,0.0,1.0,1.0,0.0,0.81,4.34,3.2,2.29,2.17,3.52,3.19,0.22,1.94,2.84,3.54,2.15,0.07,5.36,3.25,3.23,2.1,5.87,3.78,1.87,2.01,1.21,4.4,0.67,0.941,non
31598,31597,7.65,5.15,0.0,0.0,1.0,1.0,0.0,0.71,3.54,3.67,1.6,1.6,6.66,2.01,2.29,0.0,3.47,5.69,1.61,0.69,4.63,6.09,3.72,3.72,7.78,4.0,2.77,2.16,4.3,7.27,3.35,0.969,non
17498,17497,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,7.07,4.75,4.64,3.45,7.1,6.25,2.77,3.45,3.45,3.45,1.93,1.18,7.63,3.69,3.93,3.46,8.82,5.68,1.93,2.91,2.78,4.42,3.74,0.977,non
24309,24308,1.32,0.0,0.0,0.0,1.0,1.0,0.0,0.8,8.29,7.04,2.68,3.3,7.91,5.21,2.29,4.24,4.63,3.81,2.27,0.0,4.8,6.74,3.15,5.3,7.03,6.79,2.32,4.41,5.63,5.59,2.36,0.958,non
16461,16460,1.76,0.0,0.0,0.0,0.0,1.0,0.0,2.19,8.87,8.37,3.77,7.78,12.74,10.08,1.38,1.34,1.72,5.64,2.63,1.12,7.67,6.2,2.89,3.55,8.84,6.29,1.29,2.34,1.78,5.16,1.78,0.981,non
22381,22380,0.83,0.48,0.0,0.0,1.0,1.0,0.0,1.1,6.37,5.86,3.3,5.06,9.67,5.87,2.6,3.79,4.41,5.34,1.99,0.54,10.27,4.55,6.75,3.93,10.06,6.63,1.88,3.11,4.02,6.59,2.83,0.962,non
32098,32097,8.76,9.71,0.0,0.0,1.0,1.0,0.0,0.0,3.26,1.94,1.76,2.41,4.64,3.21,0.3,1.8,3.49,1.64,0.3,0.0,5.3,2.4,1.66,2.67,4.82,4.1,1.52,0.27,2.94,3.97,0.28,0.939,non
4762,4761,1.04,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.53,3.52,3.11,1.94,5.71,4.57,0.55,1.87,3.33,3.33,0.49,0.0,9.01,3.75,4.69,1.86,6.72,4.33,0.41,2.25,2.71,2.0,0.7,0.977,non
32412,32411,4.36,1.44,0.0,0.0,1.0,1.0,0.0,0.62,7.94,6.39,4.3,5.63,12.72,7.63,1.9,2.51,4.76,7.92,2.33,0.95,8.8,7.21,5.67,5.05,9.69,10.31,3.91,4.3,5.74,6.33,3.01,0.968,non
19278,19277,1.83,0.0,0.0,0.0,1.0,1.0,0.0,2.31,9.41,7.93,5.57,5.79,14.77,11.05,3.23,3.68,4.01,7.42,5.19,0.35,6.15,4.44,4.51,4.03,9.61,6.57,1.26,2.5,4.12,4.64,1.8,0.985,non
3548,3547,0.61,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.22,3.47,2.18,1.5,5.1,4.39,2.18,2.18,3.71,2.46,0.61,0.0,3.99,3.1,3.1,1.96,4.53,3.64,1.96,1.34,2.22,4.79,1.34,0.945,non
26571,26570,5.92,4.86,0.0,0.0,0.0,1.0,0.0,0.0,6.81,4.49,3.65,4.21,8.42,7.36,1.63,2.03,3.14,3.97,1.33,0.27,7.76,4.18,3.88,4.2,6.88,4.98,1.93,2.31,3.17,4.27,2.98,0.977,non
15129,15128,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.86,7.11,1.41,2.1,2.64,4.44,3.6,0.0,3.72,1.94,4.13,0.0,2.72,8.11,5.14,4.13,3.49,6.83,7.24,4.44,2.6,5.81,4.16,2.6,0.885,non
30407,30406,0.93,0.0,0.0,0.0,1.0,1.0,0.2,1.81,3.38,4.86,3.88,2.13,9.64,3.93,2.13,1.29,3.14,3.14,1.64,2.53,10.41,11.84,8.38,7.27,13.8,9.91,2.19,3.5,6.24,10.09,5.01,0.949,non
29521,29520,1.95,0.53,0.0,0.0,1.0,1.0,0.0,0.74,6.59,5.8,4.05,4.05,9.3,6.19,4.72,3.52,4.27,7.94,4.44,2.01,7.13,3.66,3.74,4.36,10.99,6.78,1.14,3.19,4.69,5.96,2.13,0.956,non
26274,26273,1.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.15,2.74,2.76,0.86,5.78,1.12,0.69,0.63,0.63,2.26,1.43,0.66,6.23,3.66,3.27,3.21,8.19,5.57,2.16,3.46,3.6,4.52,3.0,0.918,non
2030,2029,1.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.05,1.16,0.83,3.71,10.04,3.38,0.0,1.66,1.41,2.23,0.0,1.6,11.52,7.44,5.77,5.96,14.3,9.41,3.0,4.18,4.02,7.08,5.16,0.898,non
25917,25916,0.68,0.0,0.0,0.0,1.0,1.0,0.2,2.89,7.86,7.92,6.35,6.21,13.07,7.5,4.35,3.9,6.03,7.19,3.72,0.68,6.62,5.2,3.36,4.0,8.62,6.65,3.4,3.74,5.28,5.93,2.08,0.984,non
33846,33845,0.82,0.0,0.0,1.0,1.0,1.0,0.0,0.52,5.14,4.8,4.22,1.49,5.33,5.03,1.47,2.64,5.64,3.17,3.25,0.68,6.57,9.25,6.52,6.52,13.34,8.2,4.15,2.86,5.09,7.89,3.85,0.934,non
23209,23208,1.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.05,0.0,0.88,0.0,3.69,0.33,0.0,0.0,0.88,0.0,0.0,0.45,3.79,2.16,2.58,1.06,4.63,2.49,0.67,0.0,0.45,1.34,0.45,0.848,non
4500,4499,0.0,0.0,0.0,0.0,1.0,1.0,0.38,0.0,1.8,0.0,0.0,0.0,0.92,1.8,0.0,1.8,0.0,0.0,0.0,0.62,8.09,4.51,3.98,4.04,7.84,5.87,2.32,3.23,3.52,6.47,2.68,0.687,non
6247,6246,0.43,0.0,0.0,0.0,1.0,1.0,0.0,2.4,6.93,6.13,5.49,3.72,6.64,9.56,2.2,3.03,3.53,5.38,1.86,0.11,5.39,1.56,2.01,2.53,4.21,2.59,1.31,1.52,1.78,2.08,0.46,0.911,non
10378,10377,1.45,0.0,0.0,0.0,1.0,1.0,0.0,1.03,6.04,5.2,1.93,2.54,6.3,3.65,1.6,2.85,3.46,6.34,1.34,1.88,7.8,5.23,4.07,4.48,7.36,5.58,2.78,4.16,4.31,5.07,2.52,0.97,non
12114,12113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.48,3.48,2.23,2.15,4.9,3.52,1.81,1.34,2.15,2.85,1.14,0.98,4.5,3.61,5.65,3.61,5.41,4.5,0.89,3.58,1.53,3.69,2.42,0.926,non
15499,15498,0.33,0.0,0.0,0.0,1.0,1.0,0.25,0.0,3.95,1.26,2.75,2.02,6.51,2.63,0.53,2.02,0.53,3.06,2.02,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.931,non
26599,26598,1.24,0.0,0.0,0.0,1.0,1.0,0.0,2.99,5.16,3.07,2.65,2.46,6.02,2.33,0.6,1.18,2.56,3.27,1.56,1.06,5.37,2.6,1.53,1.17,13.56,6.71,1.06,1.75,5.85,5.06,1.47,0.891,non
2794,2793,3.54,0.0,0.0,1.0,1.0,1.0,0.0,0.81,8.55,3.8,1.86,2.75,14.85,7.91,2.11,4.07,5.64,5.57,3.1,1.34,5.4,3.15,3.07,1.98,6.19,4.38,1.68,1.53,2.61,3.7,1.96,0.957,non
34835,34834,0.0,0.0,0.0,0.0,1.0,1.0,0.67,0.0,3.19,0.74,0.74,2.07,2.07,1.63,0.0,0.0,0.0,2.9,0.0,0.88,6.61,4.77,5.59,4.1,5.69,5.8,2.28,3.63,5.38,5.64,1.52,0.83,non
24571,24570,1.85,1.49,0.0,0.0,1.0,1.0,0.0,1.78,6.33,4.32,4.4,1.58,11.41,7.41,1.98,1.48,3.29,5.0,1.19,0.62,9.6,6.13,3.58,4.49,11.53,7.14,2.31,4.17,6.09,6.09,2.11,0.961,non
29241,29240,9.47,10.96,0.0,0.0,1.0,1.0,0.0,0.48,6.88,3.76,2.98,3.41,12.41,4.21,1.92,0.99,3.28,6.9,1.61,1.17,6.93,3.6,3.58,2.34,9.52,6.46,0.82,1.64,3.93,6.05,1.81,0.972,non
36563,36562,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,4.12,0.67,1.37,2.72,7.37,3.66,0.0,0.0,2.78,4.15,1.36,0.0,6.37,2.64,0.71,3.03,6.85,7.25,3.76,2.66,5.2,2.64,1.74,0.88,non
24519,24518,5.36,2.11,0.0,0.0,1.0,1.0,0.0,0.34,3.35,1.15,0.34,1.36,3.15,0.7,0.0,0.48,0.39,0.35,0.13,1.14,5.29,5.23,3.53,3.89,4.73,4.03,2.4,1.47,3.3,4.41,2.4,0.799,non
3443,3442,1.26,0.0,0.0,0.0,1.0,1.0,0.0,0.66,9.75,6.89,4.59,5.64,11.08,10.86,3.32,3.67,4.57,7.19,2.6,1.25,6.3,3.72,3.32,2.15,6.77,5.14,1.27,3.56,3.63,3.13,1.09,0.975,non
403,402,2.82,0.0,0.0,0.0,0.0,1.0,0.0,1.53,7.23,5.0,6.05,3.95,10.67,8.16,4.51,3.7,6.52,6.54,3.83,1.18,8.87,5.59,4.96,2.79,7.67,5.43,4.02,2.65,5.02,7.06,1.69,0.971,non
13298,13297,0.64,0.0,0.0,0.0,1.0,1.0,0.0,0.66,8.78,6.45,6.51,3.6,9.79,5.66,1.55,1.96,3.86,5.1,1.75,0.0,4.25,1.46,2.81,1.46,7.8,6.48,1.09,3.55,3.46,1.46,0.23,0.895,non
20831,20830,26.62,62.92,0.0,0.0,1.0,1.0,0.0,0.0,1.25,2.25,2.17,0.0,4.36,0.0,0.0,0.0,0.0,2.25,0.0,0.0,1.25,2.25,2.17,0.0,4.36,0.0,0.0,0.0,0.0,2.25,0.0,1.0,non
779,778,1.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.65,1.53,1.67,0.27,2.87,2.75,0.0,0.69,0.48,4.54,0.48,1.69,6.41,5.08,3.82,1.19,10.79,2.97,0.0,1.22,1.77,3.74,1.32,0.843,non
