Bug 1,Bug 2,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
36612,36611,0.0,4.09,2.56,2.0,1.19,7.74,3.28,0.96,1.29,3.59,4.16,0.53,2.39,8.29,5.52,7.22,4.29,9.28,5.75,2.36,1.81,3.64,4.18,1.64,0.919,non
14315,14314,0.0,9.51,8.95,3.68,5.23,10.28,6.09,3.26,4.64,3.73,5.41,6.75,0.0,4.13,0.0,0.92,1.4,3.17,2.74,0.0,0.0,0.85,1.68,0.0,0.799,non
3496,3495,0.0,6.53,2.27,2.01,3.27,5.14,1.57,1.57,2.24,3.25,1.01,1.73,1.95,9.02,5.54,5.26,3.35,10.21,6.88,1.19,3.33,2.44,6.06,3.52,0.902,non
35775,35774,1.03,3.89,3.26,3.44,2.95,7.47,6.94,1.4,1.55,2.9,6.17,1.4,0.0,9.31,8.07,1.14,2.96,11.7,7.23,5.82,1.77,2.93,4.64,4.36,0.893,non
1179,1178,0.58,5.97,3.97,4.93,1.57,4.67,2.98,1.57,0.58,3.03,4.93,2.54,1.24,5.27,5.43,4.38,3.81,6.81,4.85,2.62,1.9,3.43,4.54,2.48,0.959,non
18954,18953,1.2,7.41,4.08,2.31,3.48,6.27,6.19,1.14,1.0,2.29,2.53,0.44,3.52,11.18,8.41,8.28,6.2,13.08,8.88,4.26,1.29,6.11,6.17,4.21,0.958,non
33125,33124,1.75,7.33,3.7,5.1,6.43,16.19,7.2,2.63,2.52,2.52,6.88,4.3,1.38,7.18,3.11,2.4,2.66,9.94,7.94,0.86,1.52,3.98,3.84,3.41,0.952,non
280,279,3.81,18.17,9.92,7.53,8.38,17.58,12.54,3.64,5.21,7.98,9.65,4.54,0.0,2.82,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.705,non
11930,11929,1.67,7.66,6.1,5.09,7.11,11.18,8.68,1.73,2.76,2.51,6.76,2.32,1.86,5.93,4.66,5.47,4.29,6.68,4.21,1.76,3.45,3.2,3.72,3.02,0.96,non
6964,6963,1.55,5.52,2.82,0.94,2.99,6.64,4.21,2.35,1.75,2.95,2.05,2.05,0.0,2.35,0.0,0.0,1.15,2.35,2.21,0.0,1.15,1.15,0.0,0.0,0.891,non
34654,34653,1.62,10.9,6.91,5.64,5.89,13.03,9.53,3.46,5.43,8.93,8.59,5.79,1.71,10.17,7.83,6.61,7.2,9.66,8.26,3.13,3.19,7.98,6.21,3.63,0.982,non
20426,20425,1.03,5.07,3.28,3.79,3.64,7.65,4.86,1.46,1.58,3.74,5.89,0.78,1.15,8.12,5.34,3.0,3.44,8.59,8.29,2.04,3.47,4.3,6.38,2.75,0.968,non
18578,18576,0.0,4.27,2.44,0.63,0.63,8.44,1.94,0.63,0.63,1.25,2.97,0.63,1.23,8.45,4.84,4.75,4.17,9.24,7.38,3.28,3.11,5.59,6.61,3.44,0.864,non
28420,28419,0.0,1.75,1.37,1.37,0.28,1.91,1.75,0.28,0.0,0.81,0.28,0.28,0.93,9.51,3.77,3.16,4.85,8.9,5.07,2.42,2.1,3.57,6.36,2.19,0.882,non
23943,23942,0.0,5.47,3.01,2.4,3.07,7.68,6.12,1.94,2.41,2.88,4.68,1.54,0.69,5.69,4.53,3.18,2.86,7.06,6.26,1.86,4.39,3.93,4.91,1.95,0.981,non
1198,1197,0.0,4.74,2.87,1.64,1.58,5.91,2.28,0.87,1.51,2.02,4.94,1.31,0.0,3.24,1.65,0.28,0.28,1.65,0.28,0.28,0.0,0.28,0.28,0.28,0.8,non
9161,9160,0.27,4.21,2.64,1.94,2.24,6.54,3.82,1.23,1.05,1.61,3.55,0.81,1.27,3.7,2.64,3.7,2.64,3.51,2.64,1.27,3.7,2.64,2.64,2.64,0.87,non
33858,33857,0.94,5.51,2.01,4.24,2.78,5.11,1.76,0.99,0.0,1.5,6.62,1.5,1.38,7.31,3.48,4.54,4.04,8.69,4.34,1.02,2.4,1.02,5.28,1.02,0.939,non
37425,37424,0.0,9.44,5.98,4.21,4.02,14.99,7.75,2.88,2.21,2.61,5.08,1.01,1.95,9.45,9.32,7.0,7.36,15.35,10.05,3.49,5.93,5.51,11.03,3.69,0.953,non
26685,26684,2.62,8.7,6.79,3.66,6.87,15.16,5.52,3.66,3.66,3.66,6.09,3.66,1.44,13.19,6.35,6.46,4.15,10.81,10.07,2.16,5.54,4.39,7.36,2.79,0.928,non
3831,3830,0.47,10.51,4.89,3.55,3.68,10.89,7.47,1.06,1.92,1.91,5.4,2.44,0.39,7.15,4.03,0.39,1.73,7.3,5.62,2.73,2.22,1.99,6.5,1.73,0.957,non
11792,11791,0.0,2.25,2.63,0.8,0.8,6.73,2.25,0.8,0.8,0.8,1.63,0.8,0.77,9.34,4.56,3.32,5.59,7.9,5.45,1.76,2.77,3.14,5.93,2.24,0.852,non
23377,23376,0.75,6.7,4.56,3.61,5.46,6.42,6.48,0.55,1.36,3.34,3.58,1.21,2.62,6.08,8.79,6.9,7.98,10.35,7.91,2.5,3.24,5.03,7.83,2.9,0.961,non
20413,20412,0.0,2.49,2.1,1.77,3.68,4.39,2.85,1.33,1.9,1.89,2.1,1.15,0.56,4.31,3.56,2.52,2.33,6.36,2.79,1.43,1.51,2.06,4.11,0.73,0.944,non
27289,27288,0.0,5.98,5.27,3.15,3.04,6.0,5.46,1.57,3.82,3.79,4.52,1.48,0.0,3.43,2.65,2.28,2.28,4.97,4.38,0.45,1.65,2.27,6.07,0.45,0.944,non
24132,24131,0.0,3.24,2.31,1.22,1.22,1.22,2.31,1.09,0.92,0.0,1.22,0.0,1.5,7.15,6.4,6.29,3.61,10.66,5.47,3.09,1.33,2.15,2.74,3.06,0.861,non
19030,19029,0.94,4.62,1.56,2.37,1.93,4.1,3.01,0.52,1.27,1.95,2.3,2.07,1.49,7.36,4.36,3.12,2.71,5.76,4.47,2.24,1.98,3.04,6.0,1.55,0.962,non
7771,7770,0.0,4.44,2.67,3.68,2.67,6.8,4.56,0.85,1.21,3.16,4.0,0.23,1.5,4.74,2.14,3.31,3.31,9.08,3.31,1.5,2.14,2.14,2.14,2.14,0.94,non
6896,6895,0.55,7.06,4.51,2.06,2.56,10.19,5.53,1.57,4.04,2.98,5.99,1.77,3.5,18.38,11.16,8.65,12.32,21.37,12.81,5.54,3.6,7.28,9.07,5.59,0.956,non
3704,3703,1.65,9.42,6.98,6.93,6.16,15.17,9.35,3.3,4.23,7.13,7.99,3.02,3.12,6.6,7.04,5.05,3.03,7.85,7.13,1.47,0.54,2.99,2.36,0.54,0.938,non
35558,35557,0.0,4.78,5.23,4.16,5.93,7.54,4.48,1.67,2.72,2.72,4.48,0.67,0.53,4.45,4.11,3.96,4.65,4.72,3.96,1.64,3.36,3.46,4.13,4.13,0.943,non
1128,1127,0.0,4.44,0.0,1.89,0.0,2.31,4.86,0.0,0.0,0.98,0.0,0.0,1.31,8.58,4.06,3.46,4.22,8.78,6.32,1.0,3.69,4.34,5.68,2.79,0.775,non
32960,32959,0.36,4.22,3.73,2.97,1.24,4.87,2.94,2.05,2.26,1.2,4.22,1.05,2.82,2.82,4.61,4.21,3.18,3.74,4.51,2.82,1.88,2.82,2.82,2.82,0.897,non
9241,9240,0.0,6.09,1.95,0.0,0.95,5.32,2.99,3.78,0.95,2.97,2.49,0.95,1.23,11.54,7.25,4.29,5.44,12.49,6.59,4.35,3.97,5.52,9.13,5.11,0.926,non
1334,1333,0.0,9.74,4.22,2.37,2.79,8.28,3.14,0.0,3.36,3.14,4.31,2.76,0.28,13.9,11.19,7.67,7.86,17.59,11.91,5.75,4.31,8.32,11.09,4.79,0.94,non
3497,3496,0.29,9.66,7.29,5.77,4.82,13.95,9.97,3.21,3.65,5.98,5.9,2.92,0.0,6.53,2.27,2.01,3.27,5.14,1.57,1.57,2.24,3.25,1.01,1.73,0.912,non
4423,4422,0.0,8.19,3.8,3.8,2.05,8.24,4.03,3.04,0.0,4.02,4.02,0.0,0.4,7.59,2.29,2.29,3.18,6.96,5.17,2.49,1.95,3.73,4.72,2.77,0.951,non
31906,31905,0.45,7.18,4.01,3.89,5.54,12.65,5.48,2.74,1.44,3.86,5.83,1.92,0.75,5.73,4.14,4.14,5.27,10.46,6.71,3.56,1.35,4.87,6.55,1.35,0.985,non
4735,4734,0.72,12.2,5.36,5.29,6.17,10.99,7.72,3.65,3.16,5.85,7.82,3.93,0.0,1.79,0.7,4.58,0.7,2.79,0.7,0.7,2.53,1.56,0.7,0.7,0.756,non
2096,2095,0.68,5.27,4.43,6.28,3.14,5.7,4.43,2.52,3.53,3.14,4.99,2.24,0.0,7.9,2.53,4.42,2.52,8.24,5.87,2.22,2.93,2.15,5.44,0.91,0.944,non
33669,33668,0.0,5.37,4.33,3.15,5.18,8.92,2.91,1.55,2.19,3.03,4.98,1.38,1.25,5.48,4.2,4.19,5.05,10.67,6.84,2.45,0.73,3.44,6.97,2.07,0.967,non
13016,13015,0.55,4.39,4.25,2.05,1.34,9.33,6.56,1.5,0.8,1.34,3.09,0.26,0.7,3.62,1.65,1.84,1.56,3.18,2.48,0.73,0.47,2.14,1.92,1.28,0.892,non
13429,13428,0.0,1.15,1.15,1.15,1.15,1.15,1.15,0.0,0.0,0.0,0.0,0.0,2.35,6.31,6.9,3.81,4.74,11.79,6.12,3.12,4.15,6.21,6.79,2.74,0.785,non
4912,4911,2.6,11.58,8.0,5.54,6.74,10.29,9.56,2.25,3.98,3.59,6.69,4.56,0.0,4.08,1.23,0.46,0.46,3.41,2.45,0.0,0.46,0.46,1.59,0.46,0.912,non
23137,23136,0.34,3.49,2.96,2.03,1.34,3.48,2.14,0.33,0.98,2.41,2.74,1.35,0.57,4.62,1.89,2.65,3.25,8.05,4.05,0.78,1.69,3.49,1.89,0.78,0.915,non
21134,21133,1.16,6.05,3.02,3.62,1.55,4.82,6.24,1.27,3.87,3.92,3.45,1.41,2.99,9.9,6.51,5.9,4.52,10.57,7.7,3.55,5.08,4.78,7.54,2.84,0.968,non
19530,19529,0.78,6.85,3.45,4.48,3.59,7.73,5.3,1.26,2.15,3.59,5.5,1.83,2.21,12.32,9.01,7.38,4.05,15.27,9.09,4.7,3.6,8.06,8.62,3.48,0.983,non
20354,20353,0.0,3.08,4.93,1.21,1.56,3.49,2.35,0.59,2.28,1.95,1.95,0.59,0.0,3.63,3.07,2.53,1.63,5.22,2.53,0.62,1.89,3.63,3.63,0.62,0.926,non
22119,22118,0.22,4.94,4.0,2.61,2.98,7.17,3.88,1.17,1.74,2.93,3.87,1.75,0.0,6.83,1.14,1.14,2.71,4.02,4.47,1.14,1.14,1.14,3.31,1.14,0.904,non
25125,25124,0.0,2.32,0.0,1.36,1.75,3.71,2.32,0.0,0.0,0.95,2.76,0.0,0.0,8.65,6.07,0.64,0.97,8.47,5.84,1.88,0.64,3.6,4.49,4.3,0.817,non
19089,19088,0.53,7.72,0.97,3.5,1.13,7.31,6.62,0.43,1.99,0.92,1.32,1.21,3.53,6.0,4.2,7.41,4.47,7.94,5.58,1.29,0.81,3.84,3.65,1.24,0.868,non
27849,27848,0.56,6.42,2.72,2.72,5.44,8.18,3.52,2.0,1.36,3.72,3.56,2.0,0.88,6.49,5.24,2.5,4.07,10.06,8.27,2.22,2.91,3.8,8.51,2.96,0.933,non
26413,26412,0.61,10.9,6.5,2.76,3.6,9.12,6.53,2.81,3.43,6.67,6.71,2.69,0.0,3.64,2.07,1.91,1.3,7.31,3.3,0.91,1.05,2.5,3.07,1.29,0.933,non
21331,21330,2.94,6.5,8.26,7.78,7.05,11.46,7.52,2.85,0.21,6.26,8.77,3.94,0.0,4.06,3.1,3.14,2.75,5.62,4.04,1.92,1.56,2.56,3.19,0.58,0.961,non
20353,20352,0.0,3.63,3.07,2.53,1.63,5.22,2.53,0.62,1.89,3.63,3.63,0.62,1.82,5.52,4.81,5.68,2.1,9.08,4.65,1.85,1.72,4.84,2.98,1.02,0.962,non
1731,1730,0.89,3.84,5.28,5.44,5.44,5.44,3.84,2.87,2.96,3.92,4.16,2.57,0.0,0.0,0.0,0.0,0.0,0.92,4.67,0.0,0.0,2.54,0.0,0.0,0.428,non
4474,4473,1.35,4.11,3.18,4.88,2.71,6.62,7.82,3.37,2.27,1.67,2.92,1.67,0.89,8.07,7.22,6.5,5.6,12.79,8.97,3.39,3.39,3.21,4.84,3.39,0.966,non
19194,19193,0.63,4.04,3.23,2.78,2.78,6.78,2.61,0.64,1.55,2.91,3.2,1.27,0.0,4.68,2.79,2.33,2.37,6.57,5.88,1.44,0.77,2.2,5.75,2.2,0.937,non
37572,37571,0.0,7.62,4.17,2.07,2.07,6.31,4.52,1.8,3.76,4.69,6.0,0.71,1.96,8.52,3.84,4.93,3.29,9.53,3.35,1.69,1.69,4.72,4.03,2.73,0.93,non
27046,27045,0.57,4.49,5.09,2.87,2.39,8.78,3.65,2.54,0.9,2.58,4.75,0.57,0.16,4.23,3.01,1.56,1.61,5.81,3.75,0.53,2.27,2.18,3.2,1.73,0.953,non
26199,26198,1.41,9.03,7.76,6.45,4.45,12.73,10.06,2.47,3.55,4.47,7.38,4.28,2.3,7.13,6.92,5.69,5.66,8.52,7.52,3.61,3.87,5.61,6.25,3.13,0.978,non
24055,24054,0.44,9.01,4.41,2.88,3.78,14.44,11.11,2.29,2.35,5.41,5.65,3.0,1.01,7.11,5.99,3.5,5.39,8.34,5.33,2.6,3.35,3.72,3.01,3.01,0.937,non
3560,3559,0.99,3.78,0.99,3.73,0.99,0.99,0.99,0.0,0.0,0.0,2.74,0.0,0.0,1.88,1.43,3.56,0.99,2.33,0.99,0.99,0.72,2.06,0.99,0.99,0.782,non
36254,36253,1.26,7.19,5.28,2.98,1.21,4.0,2.15,2.15,1.36,3.39,4.81,1.67,0.0,3.61,2.22,1.51,0.0,6.29,0.83,0.59,0.59,1.3,0.59,2.02,0.798,non
9382,9381,0.84,13.74,6.91,5.91,6.13,13.88,8.39,4.95,4.48,5.34,11.11,4.29,0.66,5.82,3.22,3.33,1.82,11.9,5.93,1.11,1.82,4.75,3.2,0.66,0.917,non
30387,30386,0.71,4.12,4.28,2.7,1.57,4.58,3.55,2.91,2.57,2.33,4.49,1.5,0.7,5.29,2.64,3.12,3.4,6.72,5.07,2.36,0.7,5.66,4.47,0.7,0.923,non
6064,6063,0.85,3.1,4.0,2.69,3.55,8.84,4.88,1.33,1.16,3.1,3.75,1.91,1.33,8.74,4.72,2.28,4.92,14.71,4.56,2.02,0.38,5.11,7.03,1.78,0.959,non
26514,26513,0.0,1.05,2.09,0.73,0.0,3.93,2.82,0.0,1.03,0.0,1.05,0.0,0.5,2.79,1.37,0.5,1.2,6.29,1.2,0.0,1.57,1.78,2.27,0.5,0.854,non
32467,32466,0.9,2.19,2.65,1.84,0.9,7.56,0.92,0.0,0.0,5.43,3.26,1.63,4.19,9.0,6.8,6.84,4.51,14.08,8.7,2.5,3.5,4.05,9.62,3.0,0.853,non
33743,33742,1.78,4.74,6.14,6.3,5.1,9.19,6.71,1.91,1.93,4.82,6.27,2.43,0.0,7.8,2.36,3.81,1.85,6.45,4.62,1.64,2.68,3.89,5.36,1.11,0.917,non
29680,29679,0.0,2.9,3.28,0.48,2.24,5.65,1.75,0.71,0.89,1.19,3.46,0.71,2.21,8.8,5.75,6.42,4.47,11.68,11.94,2.41,2.54,3.13,7.41,2.34,0.895,non
29367,29366,1.12,6.99,2.36,3.25,1.12,3.91,2.77,0.66,1.12,1.75,1.12,1.12,0.0,3.05,2.13,1.31,2.21,5.75,2.13,0.88,1.25,2.13,2.31,0.0,0.842,non
33118,33117,0.93,3.92,3.28,2.38,1.9,6.45,2.6,1.11,1.45,2.84,4.22,0.96,0.0,6.21,3.16,4.5,5.04,9.12,6.25,1.36,1.07,2.81,3.92,2.33,0.948,non
13755,13754,0.79,6.86,4.38,4.14,3.23,9.38,8.23,1.41,3.37,3.68,5.11,1.9,0.83,7.53,5.4,3.57,5.43,10.34,7.13,2.55,3.57,5.76,7.39,3.07,0.979,non
7051,7050,0.0,8.14,1.27,3.68,2.46,6.57,5.05,0.97,1.27,1.27,1.43,2.2,2.61,6.55,4.13,5.13,5.13,7.76,5.66,2.29,3.12,3.12,7.05,3.12,0.885,non
31785,31784,1.13,5.96,2.86,2.01,2.17,7.56,3.87,0.31,2.7,4.44,3.93,0.31,0.82,3.86,1.34,0.94,2.24,6.75,2.83,0.32,3.3,2.71,3.54,0.32,0.976,non
5406,5405,2.62,10.36,5.86,5.53,3.81,11.01,7.88,0.94,2.04,2.65,5.28,3.51,0.0,3.58,1.86,0.67,2.6,4.68,3.81,0.0,0.67,0.67,3.49,0.67,0.941,non
19889,19888,3.23,8.38,8.24,4.62,6.42,12.27,8.12,1.84,3.46,6.89,8.98,5.18,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.992,non
12575,12574,0.0,5.73,3.16,1.88,3.06,5.57,4.62,1.59,1.86,2.47,3.19,2.01,0.94,5.77,2.96,2.58,1.73,6.11,4.15,1.93,2.29,2.44,5.63,1.61,0.968,non
31474,31473,0.56,7.1,4.35,1.53,1.95,7.71,5.89,0.82,1.06,2.03,6.27,1.21,1.29,7.52,3.46,3.39,3.7,8.7,6.78,1.67,1.24,7.94,5.02,0.97,0.925,non
31969,31968,1.78,5.74,7.59,0.83,2.39,8.29,4.25,1.2,1.62,4.04,5.68,0.5,2.2,8.11,5.91,2.76,2.71,10.14,4.54,2.43,2.3,4.77,5.72,3.35,0.963,non
26068,26067,1.98,8.59,5.41,4.5,5.31,11.07,7.23,3.14,4.4,6.73,8.74,2.79,2.25,5.34,3.62,2.78,4.61,10.63,5.47,3.28,2.33,7.46,6.03,2.29,0.978,non
2001,2000,0.91,3.88,6.51,2.39,0.91,7.38,4.01,0.91,0.91,1.65,4.4,0.91,1.4,6.27,4.37,5.42,4.75,9.75,6.82,1.5,2.19,3.72,5.93,3.08,0.925,non
24636,24635,0.0,4.03,1.48,2.09,1.84,4.47,2.09,1.0,0.47,2.09,0.47,1.48,0.53,9.44,5.44,1.48,2.74,9.66,10.01,3.56,1.97,3.42,11.17,0.84,0.818,non
27389,27388,1.57,3.24,3.11,1.6,2.05,8.19,2.9,1.32,0.97,5.81,4.61,1.16,0.62,3.35,3.35,4.17,2.37,9.7,5.85,3.74,3.04,4.23,5.21,0.9,0.94,non
10937,10936,0.78,6.72,5.98,3.78,4.65,8.95,7.88,3.14,3.14,4.33,7.01,2.57,0.0,4.83,2.97,3.81,0.74,7.79,5.41,0.74,0.84,2.68,2.96,0.73,0.938,non
7619,7618,0.0,2.61,2.32,2.32,2.32,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.86,0.47,1.55,5.62,3.61,1.55,2.92,0.47,2.53,1.55,0.716,non
25870,25869,0.95,6.08,4.78,3.7,3.65,8.56,5.66,1.83,3.58,4.7,6.63,2.46,0.22,3.49,2.99,1.82,0.71,4.01,1.98,1.34,2.4,1.01,3.3,0.88,0.963,non
20527,20526,0.0,3.56,3.56,2.22,0.0,4.71,2.81,1.93,0.29,0.95,1.93,1.84,0.19,4.83,6.29,2.73,0.65,5.89,4.32,3.12,2.09,1.57,3.91,2.63,0.978,non
5879,5878,3.24,7.66,5.03,5.8,6.16,8.32,8.52,3.52,4.54,5.23,5.01,3.52,0.0,6.87,8.15,4.6,4.18,10.18,4.76,2.86,0.27,1.5,5.66,3.53,0.9,non
6016,6015,0.0,1.64,2.04,1.56,1.01,6.29,0.65,0.65,0.0,2.23,1.64,0.0,0.74,8.08,2.44,3.81,2.37,5.75,3.81,1.39,1.99,3.22,3.21,2.57,0.782,non
23593,23592,2.5,8.46,7.43,4.46,5.0,7.61,8.97,2.79,5.52,5.01,6.28,3.22,1.97,13.35,6.42,8.07,4.54,13.91,9.55,1.64,4.48,3.36,8.65,5.03,0.952,non
26693,26692,1.16,7.38,6.39,3.33,3.95,8.96,5.12,2.75,1.73,3.36,6.08,3.01,1.5,6.16,5.53,1.5,2.13,6.83,4.83,2.13,2.79,2.13,2.13,1.93,0.964,non
6310,6309,0.0,5.62,6.02,4.07,4.07,6.62,3.85,3.38,0.72,3.21,5.15,3.38,0.0,10.6,3.44,2.02,2.46,10.29,7.04,1.26,2.78,2.55,4.31,0.88,0.873,non
25488,25487,0.57,6.55,3.87,1.72,3.36,9.21,5.47,2.1,0.76,4.36,4.07,0.57,0.49,6.52,3.48,2.0,3.48,8.23,7.44,0.5,2.98,1.0,3.0,0.49,0.944,non
17744,17743,1.07,8.37,5.88,4.87,4.79,10.39,7.7,1.61,1.82,4.12,6.39,2.76,1.69,3.87,3.09,3.54,2.78,6.09,5.18,0.91,0.59,3.16,2.78,0.91,0.98,non
12244,12243,0.0,8.47,5.48,5.18,5.12,10.33,6.52,2.94,2.31,4.88,6.0,3.79,0.91,5.44,7.44,4.51,3.93,9.21,4.0,1.4,2.21,2.89,4.13,0.51,0.954,non
36111,36110,0.66,6.55,4.59,1.79,1.42,6.79,1.79,2.07,2.14,3.14,4.59,3.58,2.88,5.1,4.34,2.22,5.52,11.45,4.19,0.92,0.29,3.17,6.31,0.92,0.885,non
32126,32125,0.0,3.27,1.28,0.58,0.58,0.93,2.32,0.22,0.97,1.19,1.28,0.57,1.5,9.74,4.92,3.52,2.9,12.37,7.03,2.43,1.8,1.8,4.15,1.26,0.851,non
32803,32802,1.3,8.71,6.07,2.77,3.84,9.25,6.85,2.51,5.18,6.53,7.18,1.9,1.48,6.62,5.33,4.34,4.8,8.13,6.64,2.7,4.5,4.36,7.46,2.09,0.984,non
16430,16429,1.86,8.1,5.68,3.8,4.49,11.11,8.71,2.37,4.26,6.25,8.33,3.08,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,7.05,2.52,0.995,non
35129,35128,0.0,3.85,0.51,4.11,2.03,7.39,5.24,0.51,1.67,2.98,4.22,2.07,0.37,3.38,1.75,1.2,0.71,2.31,2.42,0.72,0.37,1.55,1.55,0.37,0.883,non
29912,29911,0.13,6.79,5.01,4.17,3.54,6.54,5.1,3.09,2.91,3.63,5.72,1.98,0.72,8.57,7.08,3.38,4.99,8.34,6.67,2.59,2.69,5.22,6.59,3.5,0.988,non
29426,29425,0.0,3.72,2.26,0.0,3.72,4.81,2.3,1.35,0.0,0.95,0.0,0.0,1.6,6.9,7.57,5.67,6.38,10.4,9.42,4.58,5.22,5.75,8.21,4.27,0.803,non
25162,25161,1.14,8.35,8.13,2.43,4.98,13.79,8.95,2.11,6.47,7.31,7.44,4.57,2.1,9.71,4.81,3.45,4.45,11.39,6.71,2.15,3.99,2.43,8.48,1.59,0.952,non
28193,28192,1.78,7.48,5.79,5.02,6.06,13.34,7.93,3.55,2.41,4.4,10.45,3.25,1.7,7.6,5.51,6.1,6.19,12.86,9.63,2.48,2.83,6.79,11.19,2.76,0.991,non
16672,16671,1.22,2.97,3.73,3.29,3.47,6.42,2.7,1.83,2.16,2.64,3.66,2.25,0.54,6.05,5.58,5.04,3.64,11.06,9.53,1.26,0.93,3.1,4.28,1.25,0.922,non
29126,29125,0.0,6.92,6.67,3.62,4.32,12.01,8.1,2.73,3.74,4.18,6.59,4.46,1.33,9.7,5.27,4.83,3.24,11.4,3.87,2.29,3.68,6.04,6.38,3.24,0.956,non
10856,10855,0.0,3.71,1.08,2.55,0.0,4.11,3.49,0.0,1.26,1.98,1.76,0.49,1.22,7.28,1.85,4.12,2.9,9.25,1.85,0.63,0.0,2.9,0.63,0.0,0.875,non
31732,31731,0.0,1.37,0.62,1.37,1.37,3.34,2.34,0.62,0.62,1.37,2.34,0.62,0.0,4.75,2.75,1.53,1.99,3.77,1.96,1.96,1.74,0.43,3.37,0.43,0.865,non
10798,10797,0.0,6.26,5.14,2.79,3.28,9.73,6.43,1.74,3.35,1.26,4.13,2.38,0.66,6.35,7.24,4.86,5.13,10.09,7.83,3.45,2.81,6.3,5.92,2.84,0.955,non
20834,20833,1.45,12.47,10.31,6.35,5.74,13.3,11.78,4.48,2.68,6.41,9.69,4.51,1.24,8.33,8.1,4.3,6.02,10.89,8.07,4.17,4.24,6.33,10.31,3.17,0.982,non
16680,16679,0.0,11.56,5.43,4.56,2.91,14.37,6.74,1.89,4.24,4.09,8.18,4.11,0.71,4.51,3.44,2.45,2.5,5.68,2.43,1.3,1.92,2.35,4.18,0.98,0.974,non
31515,31514,0.46,8.19,6.15,4.64,6.54,10.49,8.64,4.23,4.07,7.68,6.81,4.29,1.56,8.58,6.39,6.28,4.26,10.5,5.21,3.1,2.7,8.7,6.27,3.41,0.974,non
7836,7835,3.09,16.95,13.19,7.79,9.61,20.79,10.86,5.92,5.04,6.8,11.84,6.65,2.05,11.38,8.21,2.44,4.21,20.26,10.9,2.46,0.44,5.17,10.45,2.18,0.955,non
10400,10399,1.72,8.59,5.02,4.81,4.87,12.25,5.87,3.97,3.94,4.85,6.83,3.42,0.0,0.86,1.76,0.86,0.86,5.86,4.14,0.0,0.0,0.9,2.62,0.0,0.842,non
32499,32498,1.01,5.55,4.18,2.32,2.79,6.75,5.45,1.35,3.15,4.76,5.86,1.43,0.82,4.49,4.08,2.78,1.19,6.17,4.4,1.63,1.33,2.8,3.01,0.41,0.965,non
16574,16573,0.71,5.65,2.3,3.46,2.61,3.98,2.85,0.75,2.85,2.3,2.85,1.46,0.48,5.65,4.89,3.11,1.76,5.61,4.02,1.83,1.5,2.13,4.26,2.23,0.947,non
34868,34867,0.88,3.13,3.09,2.44,3.58,6.59,5.83,0.0,3.56,2.63,5.27,0.33,4.03,9.03,6.89,5.03,7.45,8.66,7.37,2.5,2.14,4.18,8.01,1.63,0.933,non
3397,3396,0.0,5.69,4.06,4.3,3.9,8.54,6.35,1.32,3.88,3.31,6.31,1.91,0.59,8.66,5.99,4.82,4.3,9.65,5.11,2.44,2.28,4.4,6.28,2.77,0.973,non
22851,22850,0.0,4.09,1.65,1.65,1.19,4.51,1.6,0.73,0.0,2.49,3.45,0.2,2.23,4.22,4.49,3.74,3.9,9.57,7.18,2.87,1.93,1.87,7.59,1.95,0.895,non
9060,9059,0.0,3.51,1.14,1.79,1.55,8.38,5.06,0.19,0.38,0.98,2.51,0.57,0.0,1.97,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.762,non
9242,9241,0.0,12.43,9.26,5.89,6.88,14.1,8.93,6.22,4.94,7.98,11.05,4.41,0.0,6.09,1.95,0.0,0.95,5.32,2.99,3.78,0.95,2.97,2.49,0.95,0.923,non
1918,1917,1.45,9.55,7.99,4.73,4.26,9.81,6.93,3.41,3.7,3.69,8.97,3.99,0.0,0.0,0.71,0.71,0.0,0.0,0.71,0.0,1.3,0.71,0.71,0.0,0.619,non
5569,5568,0.57,6.92,2.85,2.28,2.85,4.95,4.87,1.44,1.64,3.72,4.65,2.42,0.0,1.31,2.38,2.17,0.0,0.0,2.17,0.0,0.0,0.85,0.85,0.0,0.704,non
18706,18705,0.3,4.71,2.96,3.34,2.58,4.15,3.47,2.0,3.12,1.52,3.86,1.43,0.21,4.64,4.1,3.39,2.21,3.85,4.01,1.81,2.9,1.35,4.23,0.68,0.989,non
7563,7562,1.25,1.25,1.25,1.25,2.53,2.53,3.13,0.0,0.0,0.0,1.28,0.0,1.18,3.8,0.66,1.76,1.51,3.8,1.51,0.0,0.66,0.66,2.69,0.66,0.816,non
7447,7446,0.0,5.35,1.67,2.7,2.38,7.94,4.39,3.01,2.34,1.95,3.84,1.5,0.93,6.1,2.96,2.12,4.83,10.24,5.57,0.93,0.93,2.83,2.01,0.93,0.943,non
